EID	massfeature_rows	str_row_ion	compounds	compound_names
E334	row1529	row1529_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E335	row1516	row1516_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E336	row1524	row1524_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E337	row1523	row1523_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E338	row1515	row1515_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E339	row1521	row1521_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E340	row1522	row1522_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E341	row1519	row1519_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E342	row1520	row1520_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E343	row1518	row1518_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E344	row1526;row1527;row1528	row1526_M+H[1+];row1527_M+H[1+];row1528_M+H[1+]	C00233;C06102;C03465	4-Methyl-2-oxopentanoate$Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate$3-Methyl-2-oxopentanoate; 2-Oxo-3-methylvalerate
E345	row1514;row2193	row1514_M[1+];row2193_M+Na[1+]	C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine
E347	row1606;row2207	row1606_M+H[1+];row2207_M+Na[1+]	C02642;C00152	N-Carbamoyl-beta-alanine$L-Asparagine
E351	row1560;row2194	row1560_M+H[1+];row2194_M+Na[1+]	C00123;C00407	L-Leucine$L-Isoleucine
E352	row1587;row4511	row1587_M+H+Na[2+];row4511_M+H[1+]	C15650	2,3-diketo-5-methylthio-1-phosphopentane
E355	row2187	row2187_M+Na[1+]	C05840	Iminoaspartate
E356	row1604;row2206	row1604_M+H[1+];row2206_M+Na[1+]	C00900;C06010	2-Acetolactate$(S)-2-Acetolactate; (S)-2-Hydroxy-2-methyl-3-oxobutanoate
E359	row1609;row1637;row2210	row1609_M+H[1+];row1637_M(C13)+H[1+];row2210_M+Na[1+]	C00077;C00515;C01602	Ornithine$D-Ornithine$Ornithine; 2,5-Diaminovaleric acid; 2,5-Diaminopentanoic acid; 2,5-Diaminopentanoate
E363	row1634	row1634_M+Na[1+]	C00388	Histamine
E365	row4585	row4585_M+H[1+]	CE5869	lysyl-proline
E366	row1667;row1692	row1667_M+H[1+];row1692_M(C13)+H[1+]	C00149	L-Malate
E370	row1677;row1678;row5317;row5318;row5349	row1677_M+2H[2+];row1678_M+2H[2+];row5317_M+H[1+];row5318_M+H[1+];row5349_M(C13)+H[1+]	CE5014	anhydroretinol
E371	row1676;row5316;row5348	row1676_M+2H[2+];row5316_M+H[1+];row5348_M(C13)+H[1+]	CE5014	anhydroretinol
E373	row1681	row1681_M+Na[1+]	C00320	Thiosulfate
E374	row1694	row1694_M+H[1+]	C00147	Adenine
E375	row1696;row1697;row1729;row1730;row3520;row3521	row1696_M+H[1+];row1697_M+H[1+];row1729_M(C13)+H[1+];row1730_M(C13)+H[1+];row3520_M+HCOONa[1+];row3521_M+HCOONa[1+]	C02505	2-Phenylacetamide
E377	row1738	row1738_M+H[1+]	C06078;C00521;C06099	$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene$(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene
E378	row1737	row1737_M+H[1+]	C06078;C00521;C06099	$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene$(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene
E379	row1736	row1736_M+H[1+]	C06078;C00521;C06099	$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene$(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene
E380	row1735	row1735_M+H[1+]	C06078;C00521;C06099	$(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene$(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene
E383	row1755	row1755_M+H[1+]	C00108	Anthranilate
E384	row1722;row1723;row2299;row2300	row1722_M+H[1+];row1723_M+H[1+];row2299_M+Na[1+];row2300_M+Na[1+]	C00262	Hypoxanthine
E385	row2301	row2301_M+Na[1+]	C00262	Hypoxanthine
E386	row1727	row1727_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E387	row1724;row3553	row1724_M+H[1+];row3553_M+HCOONa[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E388	row1728	row1728_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E389	row1726;row1756	row1726_M+H[1+];row1756_M(C13)+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E390	row1725	row1725_M+H[1+]	C07086;C03765	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid$4-Hydroxyphenylacetaldehyde
E392	row6194	row6194_M+Na[1+]	C00951	Estradiol-17beta; beta-Estradiol; Estradiol
E394	row5452;row6193	row5452_M+H[1+];row6193_M+Na[1+]	C00951	Estradiol-17beta; beta-Estradiol; Estradiol
E395	row5448	row5448_M+H[1+]	C00951	Estradiol-17beta; beta-Estradiol; Estradiol
E396	row5449	row5449_M+H[1+]	C00951	Estradiol-17beta; beta-Estradiol; Estradiol
E398	row1768;row3611	row1768_M+H[1+];row3611_M+HCOONa[1+]	C05585;C00156	Gentisate aldehyde$4-Hydroxybenzoate
E399	row1765;row1784;row3613	row1765_M+H[1+];row1784_M(C13)+H[1+];row3613_M+HCOONa[1+]	C05585;C00156	Gentisate aldehyde$4-Hydroxybenzoate
E400	row1767	row1767_M+H[1+]	C05585;C00156	Gentisate aldehyde$4-Hydroxybenzoate
E406	row5583;row5585;row5615	row5583_M+H[1+];row5585_M+H[1+];row5615_M(C13)+H[1+]	C16300	Stearidonic acid; 6,9,12,15-Octadecatetraenoic acid; (6Z,9Z,12Z,15Z)-Octadecatetraenoic acid
E407	row5582;row5584;row5586;row7648	row5582_M+H[1+];row5584_M+H[1+];row5586_M+H[1+];row7648_M+HCOONa[1+]	C16300	Stearidonic acid; 6,9,12,15-Octadecatetraenoic acid; (6Z,9Z,12Z,15Z)-Octadecatetraenoic acid
E408	row1777;row1778;row1797;row1798	row1777_M[1+];row1778_M[1+];row1797_M+H[1+];row1798_M+H[1+]	C00227	Acetyl phosphate
E410	row1776;row1796	row1776_M[1+];row1796_M+H[1+]	C00227	Acetyl phosphate
E412	row1784	row1784_M+Na[1+]	C00581;gudac	Guanidinoacetate; Guanidinoacetic acid; Glycocyamine; N-Amidinoglycine; Guanidoacetic acid$Guanidinoacetate
E418	row1823;row1824;row1854	row1823_M+H[1+];row1824_M+H[1+];row1854_M(C13)+H[1+]	C00346	Ethanolamine phosphate
E425	row5722	row5722_M+Na[1+]	C00670	sn-Glycero-3-phosphocholine
E429	row1823;row1824;row1856	row1823_M[1+];row1824_M[1+];row1856_M+H[1+]	CE5068	2-methylglutaconic acid
E430	row1853	row1853_M+H[1+]	CE5068	2-methylglutaconic acid
E438	row1893	row1893_M+H[1+]	C15853	Dehydrospermidine
E439	row2531	row2531_M+Na[1+]	C15853	Dehydrospermidine
E441	row1918	row1918_M+Na[1+]	C00503	Erythritol; Erythrol; Phycitol; Phycite; Erythrite
E442	row1919;row1948	row1919_M+H[1+];row1948_M(C13)+H[1+]	C11713;C11714;C14787	beta-Naphthol; 2-Naphthol$$(1S,2R)-Naphthalene 1,2-oxide; (1S,2R)-Naphthalene epoxide
E452	row1982;row2014;row2603	row1982_M+H[1+];row2014_M(C13)+H[1+];row2603_M+Na[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid
E453	row1981;row2602	row1981_M+H[1+];row2602_M+Na[1+]	C00064;C05100;C00819	L-Glutamine$3-Ureidoisobutyrate$D-Glutamine; D-2-Aminoglutaramic acid
E456	row2552	row2552_M+Na[1+]	CE4969	isobutyrylglycine
E457	row1951	row1951_M+H[1+]	C05543	3-Dehydroxycarnitine
E458	row1950	row1950_M+H[1+]	C05543	3-Dehydroxycarnitine
E459	row2583	row2583_M+Na[1+]	C05543	3-Dehydroxycarnitine
E462	row1952	row1952_M+H[1+]	CE5586;C00315	dehydrospermidine$Spermidine
E465	row6791	row6791_M+Na[1+]	C07646	Carboxyphosphamide; Carboxycyclophosphamide
E467	row6767	row6767_M+Na[1+]	C06604	Parathion; O,O-Diethyl O-p-nitrophenyl phosphorothioate; Thiophos; DNTP
E468	row6099	row6099_M+H[1+]	C06604	Parathion; O,O-Diethyl O-p-nitrophenyl phosphorothioate; Thiophos; DNTP
E471	row5368	row5368_M+H[1+]	C07486	Nordazepam; Desmethyldiazepam; 7-Chloro-1,3-dihydro-5-phenyl-(2H)-1,4-benzodiazepin-2-one
E473	row1970;row2596;row3779	row1970_M+H[1+];row2596_M+Na[1+];row3779_M+HCOONa[1+]	C00026	2-Oxoglutarate
E474	row2595	row2595_M+Na[1+]	C00026	2-Oxoglutarate
E475	row1973;row2010	row1973_M+H[1+];row2010_M(C13)+H[1+]	C05851	
E476	row1974	row1974_M+H[1+]	C05851	
E477	row1972	row1972_M+H[1+]	C05851	
E478	row1980	row1980_M+H[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E479	row2600	row2600_M+Na[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E480	row1975	row1975_M+H[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E481	row1976	row1976_M+H[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E482	row1978	row1978_M+H[1+]	C06006	(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate
E485	row6104	row6104_M+H[1+]	C05118;C05119	S-(2-Methylbutanoyl)-dihydrolipoamide$S-(3-Methylbutanoyl)-dihydrolipoamide
E487	row5379	row5379_M+H[1+]	C00468	Estrone; 3-Hydroxy-1,3,5(10)-estratrien-17-one
E492	row2050	row2050_M+H[1+]	C01180	2-keto-4-methylthiobutyrate
E494	row2011	row2011_M+H[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E495	row2625	row2625_M+Na[1+]	C00217;C00025;C05938	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid$L-Glutamate$L-4-Hydroxyglutamate semialdehyde
E497	row6881;row8053	row6881_M+Na[1+];row8053_M+HCOONa[1+]	CE5526;CE5527;C14765	$$13-OxoODE; 13-KODE; (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid
E498	row6203;row6239	row6203_M+H[1+];row6239_M(C13)+H[1+]	CE5526;CE5527;C14765	$$13-OxoODE; 13-KODE; (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid
E499	row6206	row6206_M+H[1+]	CE5526;CE5527;C14765	$$13-OxoODE; 13-KODE; (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid
E500	row6205	row6205_M+H[1+]	CE5526;CE5527;C14765	$$13-OxoODE; 13-KODE; (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid
E501	row6204	row6204_M+H[1+]	CE5526;CE5527;C14765	$$13-OxoODE; 13-KODE; (9Z,11E)-13-Oxooctadeca-9,11-dienoic acid
E502	row2051;row6222	row2051_M(C13)+2H[2+];row6222_M+H[1+]	CE5698	
E504	row2052	row2052_M+Na[1+]	C04051	5-Amino-4-imidazolecarboxyamide
E506	row2098	row2098_M+H[1+]	CE4888;C05578	dopaminochrome$5,6-Dihydroxyindole; DHI
E508	row2054	row2054_M+H[1+]	C02630;C01087;C03196;C02266	(S)-2-Hydroxyglutarate$(R)-2-Hydroxyglutarate$(S)-2-Hydroxyglutarate$
E509	row2642	row2642_M+Na[1+]	C02630;C01087;C03196;C02266	(S)-2-Hydroxyglutarate$(R)-2-Hydroxyglutarate$(S)-2-Hydroxyglutarate$
E512	row6184;row6256;row6899	row6184_M[1+];row6256_M(C13)+H[1+];row6899_M+Na[1+]	C16612	Citalopram aldehyde
E514	row6939	row6939_M+Na[1+]	C16609	Didemethylcitalopram
E517	row6961	row6961_M+Na[1+]	CE5272	
E522	row2122	row2122_M+H[1+]	C14872	
E523	row2119	row2119_M+H[1+]	C14872	
E524	row2120;row2121	row2120_M+H[1+];row2121_M+H[1+]	C14872	
E525	row2089;row2123;row3876	row2089_M[1+];row2123_M+H[1+];row3876_M+HCOONa[1+]	C14872	
E526	row2096;row2097;row2660;row2661	row2096_M+H[1+];row2097_M+H[1+];row2660_M+Na[1+];row2661_M+Na[1+]	C00073	L-Methionine
E528	row2100;row5576	row2100_M+H+Na[2+];row5576_M+H[1+]	C00449	N6-(L-1,3-Dicarboxypropyl)-L-lysine; Saccharopine; L-Saccharopine; N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid
E529	row2129	row2129_M+H[1+]	C16631	alpha-Fluoro-beta-ureidopropionic acid; 2-Fluoro-3-ureidopropionic acid
E530	row2129	row2129_M+Na[1+]	C00829	Naphthalene
E534	row2131	row2131_M+H[1+]	C00259;C00309;C00312;C00310;C00121;C00181	L-Arabinose$D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose$L-Xylulose$D-Xylulose$D-Ribose$D-Xylose
E536	row2132	row2132_M+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol
E537	row2133;row2162	row2133_M+H[1+];row2162_M(C13)+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol
E538	row2134	row2134_M+H[1+]	C02646	4-Coumaryl alcohol; 4-Hydroxycinnamyl alcohol; p-Coumaryl alcohol
E540	row6405	row6405_M+H[1+]	C00777;C15493	Retinoate$9-cis-Retinoic acid
E541	row2137;row6406;row6448;row7042;row8197	row2137_M+2H[2+];row6406_M+H[1+];row6448_M(C13)+H[1+];row7042_M+Na[1+];row8197_M+HCOONa[1+]	C00777;C15493	Retinoate$9-cis-Retinoic acid
E543	row5664;row5700;row6405;row7695	row5664_M+H[1+];row5700_M(C13)+H[1+];row6405_M+Na[1+];row7695_M+HCOONa[1+]	C06426;C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid$(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
E544	row5661	row5661_M+H[1+]	C06426;C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid$(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
E545	row2137;row5659;row5663;row5698;row5699;row6404;row6406;row7692	row2137_M+H+Na[2+];row5659_M+H[1+];row5663_M+H[1+];row5698_M(C13)+H[1+];row5699_M(C13)+H[1+];row6404_M+Na[1+];row6406_M+Na[1+];row7692_M+HCOONa[1+]	C06426;C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid$(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
E546	row5660;row5662	row5660_M+H[1+];row5662_M+H[1+]	C06426;C06427	(6Z,9Z,12Z)-Octadecatrienoic acid; 6,9,12-Octadecatrienoic acid; gamma-Linolenic acid; Gamolenic acid$(9Z,12Z,15Z)-Octadecatrienoic acid; alpha-Linolenic acid; 9,12,15-Octadecatrienoic acid; Linolenate; alpha-Linolenate
E549	row2137	row2137_M+H[1+]	C02576	Perillyl aldehyde; Perillaldehyde
E552	row2733	row2733_M+Na[1+]	C01119	Oxidized dithiothreitol
E556	row2153;row2154;row2172;row2175;row3944	row2153_M[1+];row2154_M[1+];row2172_M+H[1+];row2175_M+H[1+];row3944_M+HCOONa[1+]	C00385	Xanthine
E558	row2174;row2193;row2742;row3946	row2174_M+H[1+];row2193_M(C13)+H[1+];row2742_M+Na[1+];row3946_M+HCOONa[1+]	C04043;C00642;C05852	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde$4-Hydroxyphenylacetate$2-Hydroxyphenylacetate
E560	row2160;row2745;row3949	row2160_M[1+];row2745_M+Na[1+];row3949_M+HCOONa[1+]	C00379;C00532	Xylitol$L-Arabinitol
E561	row2746	row2746_M+Na[1+]	CE5276	dopamine o-quinone
E564	row2161	row2161_M+H[1+]	CE5665	leukoaminochrome
E565	row2172;row2175;row2191	row2172_M[1+];row2175_M[1+];row2191_M+H[1+]	C00632	3-Hydroxyanthranilate
E567	row2462;row6543	row2462_M+H+Na[2+];row6543_M+H[1+]	C00219	arachidonic acid
E572	row6544;row7145	row6544_M+H[1+];row7145_M+Na[1+]	C00219	arachidonic acid
E573	row2179;row6541;row6542;row6565;row6566;row7144	row2179_M+2H[2+];row6541_M+H[1+];row6542_M+H[1+];row6565_M(C13)+H[1+];row6566_M(C13)+H[1+];row7144_M+Na[1+]	C00219	arachidonic acid
E574	row2181;row2195	row2181_M+H[1+];row2195_M(C13)+H[1+]	C02452;C11409;C02759;C00964	Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(+)-trans-Carveol; (4S,6R)-trans-Carveol$$(-)-trans-Carveol
E575	row2180	row2180_M+H[1+]	C02452;C11409;C02759;C00964	Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(+)-trans-Carveol; (4S,6R)-trans-Carveol$$(-)-trans-Carveol
E576	row2179;row2196	row2179_M+H[1+];row2196_M(C13)+H[1+]	C02452;C11409;C02759;C00964	Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol$(+)-trans-Carveol; (4S,6R)-trans-Carveol$$(-)-trans-Carveol
E577	row6543	row6543_M+Na[1+]	C00712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid
E580	row5812;row5842;row6544;row7774	row5812_M+H[1+];row5842_M(C13)+H[1+];row6544_M+Na[1+];row7774_M+HCOONa[1+]	C00712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid
E581	row2179;row5811;row5843;row6541;row6542	row2179_M+H+Na[2+];row5811_M+H[1+];row5843_M(C13)+H[1+];row6541_M+Na[1+];row6542_M+Na[1+]	C00712	(9Z)-Octadecenoic acid; (Z)-Octadec-9-enoic acid; Oleate; Oleic acid
E583	row2772;row3976	row2772_M+Na[1+];row3976_M+HCOONa[1+]	C00606	3-Sulfino-L-alanine
E584	row2188	row2188_M+H[1+]	C00606	3-Sulfino-L-alanine
E587	row2206	row2206_M+H[1+]	C00628	2,5-Dihydroxybenzoate; Gentisic acid; Hydroquinonecarboxylic acid; Gentisate
E590	row5827;row6576	row5827_M[1+];row6576_M+Na[1+]	C06948	Diazepam
E592	row2190;row5863	row2190_M+H+Na[2+];row5863_M+H[1+]	C01762	Xanthosine
E593	row5864	row5864_M+H[1+]	C01762	Xanthosine
E594	row6576	row6576_M+Na[1+]	C01762	Xanthosine
E595	row2191;row2192	row2191_M+Na[1+];row2192_M+Na[1+]	C01165;C01157;C00430;C03440;C01110	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde$trans-4-Hydroxy-L-proline$5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid$cis-4-Hydroxy-D-proline$5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate
E600	row2227;row2250;row2832	row2227_M+H[1+];row2250_M(C13)+H[1+];row2832_M+Na[1+]	C00135	L-Histidine
E601	row2229	row2229_M+H[1+]	C00135	L-Histidine
E604	row2208;row2830	row2208_M[1+];row2830_M+Na[1+]	C00135	L-Histidine
E605	row2215;row2232	row2215_M+H[1+];row2232_M(C13)+H[1+]	CE2577	
E606	row2212;row2214;row2230;row2231	row2212_M+H[1+];row2214_M+H[1+];row2230_M(C13)+H[1+];row2231_M(C13)+H[1+]	CE2577	
E607	row2213	row2213_M+H[1+]	CE2577	
E611	row6634	row6634_M+Na[1+]	C03413	N1,N12-Diacetylspermine
E613	row2224	row2224_M+Na[1+]	C00049;C00402	L-Aspartate$D-Aspartate
E617	row2246;row3483	row2246_M+Na[1+];row3483_M+HCOONa[1+]	C01801	Deoxyribose
E620	row2247	row2247_M+Na[1+]	C05649	Dihydropteridine; 6,7-Dihydropteridine
E621	row2248	row2248_M+H[1+]	C03680	4-Imidazolone-5-propanoate
E623	row6752;row6782	row6752_M+H[1+];row6782_M(C13)+H[1+]	C04717;C14827	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid$9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid
E624	row2252;row2253;row7365;row8488	row2252_M+2H[2+];row2253_M+2H[2+];row7365_M+Na[1+];row8488_M+HCOONa[1+]	C04717;C14827	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid; (9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoate; 13(S)-HPODE; 13S-Hydroperoxy-9Z,11E-octadecadienoic acid$9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid
E626	row2265;row6796;row7404	row2265_M+2H[2+];row6796_M+H[1+];row7404_M+Na[1+]	C00341	Geranyl diphosphate
E627	row7403	row7403_M+Na[1+]	C00341	Geranyl diphosphate
E631	row7383	row7383_M+Na[1+]	CE5653	4-oxo-9-cis-retinoate
E632	row7386	row7386_M+Na[1+]	CE5653	4-oxo-9-cis-retinoate
E633	row7385	row7385_M+Na[1+]	CE5653	4-oxo-9-cis-retinoate
E634	row7384	row7384_M+Na[1+]	CE5653	4-oxo-9-cis-retinoate
E637	row6139;row6167;row6812	row6139_M+H[1+];row6167_M(C13)+H[1+];row6812_M+Na[1+]	CE2209	5alpha-androstane-3alpha,17beta-diol
E638	row6140;row6141;row6165	row6140_M+H[1+];row6141_M+H[1+];row6165_M(C13)+H[1+]	CE2209	5alpha-androstane-3alpha,17beta-diol
E639	row6138;row6166	row6138_M+H[1+];row6166_M(C13)+H[1+]	CE2209	5alpha-androstane-3alpha,17beta-diol
E640	row2299;row2300	row2299_M+Na[1+];row2300_M+Na[1+]	C01620	
E642	row2302	row2302_M+H[1+]	C01551	Allantoin; 5-Ureidohydantoin; Glyoxyldiureide
E644	row2875	row2875_M+Na[1+]	C02220	2-Aminomuconate
E645	row2304	row2304_M+Na[1+]	C05650	Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine
E646	row2306	row2306_M+Na[1+]	C05650	Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine
E647	row2305;row2307	row2305_M+Na[1+];row2307_M+Na[1+]	C05650	Tetrahydropteridine; 5,6,7,8-Tetrahydropteridine
E648	row2333;row2365	row2333_M+H[1+];row2365_M(C13)+H[1+]	C00637	Indole-3-acetaldehyde
E649	row2334;row4136	row2334_M+H[1+];row4136_M+HCOONa[1+]	C00637	Indole-3-acetaldehyde
E650	row2335	row2335_M+H[1+]	C00637	Indole-3-acetaldehyde
E655	row6275;row6300	row6275_M+H[1+];row6300_M(C13)+H[1+]	C00174	Acid
E656	row2360;row2362;row2953	row2360_M+H[1+];row2362_M+H[1+];row2953_M+Na[1+]	C00322	2-Oxoadipate
E662	row2397	row2397_M+H[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E663	row2984	row2984_M+Na[1+]	C00956	L-2-Aminoadipate; L-alpha-Aminoadipate; L-alpha-Aminoadipic acid; L-2-Aminoadipic acid; L-2-Aminohexanedioate
E666	row7083;row8239	row7083_M+Na[1+];row8239_M+HCOONa[1+]	CN0016	Dibenzo[a,l]pyrene
E669	row6476;row6509;row7088	row6476_M+H[1+];row6509_M(C13)+H[1+];row7088_M+Na[1+]	CE2186;CE2183;C05302;C05284;C05290;C05140	4-methoxy-17beta-estradiol$2-hydroxy-3-methoxy-17beta-estradiol$2-Methoxyestradiol-17beta$11beta-Hydroxyandrost-4-ene-3,17-dione; Androst-4-ene-3,17-dione-11beta-ol; 4-Androsten-11beta-ol-3,17-dione$19-Hydroxyandrost-4-ene-3,17-dione; 19-Hydroxyandrostenedione$16alpha-Hydroxyandrost-4-ene-3,17-dione; 4-Androsten-16alpha-ol-3,17-dione
E670	row6478	row6478_M+H[1+]	CE2186;CE2183;C05302;C05284;C05290;C05140	4-methoxy-17beta-estradiol$2-hydroxy-3-methoxy-17beta-estradiol$2-Methoxyestradiol-17beta$11beta-Hydroxyandrost-4-ene-3,17-dione; Androst-4-ene-3,17-dione-11beta-ol; 4-Androsten-11beta-ol-3,17-dione$19-Hydroxyandrost-4-ene-3,17-dione; 19-Hydroxyandrostenedione$16alpha-Hydroxyandrost-4-ene-3,17-dione; 4-Androsten-16alpha-ol-3,17-dione
