"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"Phytosphingosine","Phytosphingosine","HMDB0004610","122121","46961","C12144","7066","CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO","1"
"Ubiquinone","Coenzyme Q10","HMDB0001072","5281915","46245","C11378","5983","COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O","1"
"allopregnanolone","Allopregnanolone","HMDB0001449","92786","50169","C13712",NA,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O","1"
"3alpha-Hydroxy-5beta-pregnane-20-one","21-Hydroxy-5b-pregnane-3,11,20-trione","HMDB0006756","24779614","88767","C05477",NA,"[H][C@@]12CCC(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C","1"
"(8Z,11Z,14Z)-Icosatrienoic acid","Dihomo-gamma-linolenic acid","HMDB0002925","5280581","53486","C03242","259","CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O","1"
"4-oxo-9-cis-retinoate","NA","NA","NA","NA","NA","NA","NA","0"
"Dihydropteroate","7,8-Dihydropteroic acid","HMDB0001412","170","4581","C00921","6228","NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(O)=O)CN2)C(=O)N1","1"
"omega-carboxy-trinor-leukotriene B4","Omega-Carboxy-trinor-leukotriene B4","HMDB0013032","53481589","172560",NA,NA,"O[C@H](CCCC(O)=O)\C=C/C=C/C=C/[C@@H](O)C\C=C/CCC(O)=O","1"
"5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate","5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylic acid","HMDB0006273","165388","28413","C04751",NA,"NC1=C(N=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C(O)=O","1"
"N,N-Didesmethyltamoxifen","N-Didesmethyl-tamoxifen","HMDB0061086","3036172","80556","C16548",NA,"CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN)C=C1)C1=CC=CC=C1","1"
"11-Dehydrocorticosterone","11-Dehydrocorticosterone","HMDB0004029","13783449",NA,"C05490","7003","[H][C@@]12CCC(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"20-oxo-leukotriene B4","20-oxo-leukotriene B4","HMDB0012641","6449839","63979",NA,NA,"O[C@@H](CCCC(O)=O)\C=C/C=C/C=C/[C@H](O)C\C=C/CCCCC=O","1"
"12-oxo-20-hydroxy-leukotriene B4","12-Oxo-20-hydroxy-leukotriene B4","HMDB0012552","53481459",NA,NA,NA,"OCCCCC\C=C/CC(=O)\C=C\C=C\C=C/[C@H](O)CCCC(O)=O","1"
"15-oxo-lipoxin A4","15-Oxo-lipoxin A4","HMDB0012590","53481477",NA,NA,NA,"CCCCCC(=O)\C=C\C=C/C=C/C=C/[C@@H](O)[C@H](O)CCCC(O)=O","1"
"20-hydroxy-leukotriene B5","NA","NA","NA","NA","NA","NA","NA","0"
"15-epi-lipoxin B5","15-Epi-lipoxin B5","HMDB0012588","53481476",NA,NA,NA,"CC\C=C/C[C@@H](O)[C@H](O)\C=C\C=C\C=C/C=C/[C@H](O)CCCC(O)=O","1"
"15-epi-lipoxin A5","NA","NA","NA","NA","NA","NA","NA","0"
"PGH3","Prostaglandin H3","HMDB0013040","101600091","134407","C00427",NA,"CC\C=C/C[C@H](O)\C=C\[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C\C=C/CCCC(O)=O","1"
"(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate","15-Keto-prostaglandin E2","HMDB0003175","5280719","15547","C04707","2309","CCCCCC(=O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O","1"
"Prostaglandin E3","Prostaglandin E3","HMDB0002664","5280937","28031","C06439","3494","CC\C=C/C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O","1"
"Prostaglandin D2","Prostaglandin D2","HMDB0001403","448457","15555","C00696","6221","[H][C@](O)(CCCCC)\C=C\[C@@]1([H])C(=O)C[C@]([H])(O)[C@]1([H])C\C=C/CCCC(O)=O","1"
"w-hydroxyl leukotriene B4","NA","NA","NA","NA","NA","NA","NA","0"
"Lipoxin B4","Lipoxin B4","HMDB0005082","5280915","6499","C06315",NA,"CCCCC[C@H](O)[C@H](O)\C=C\C=C\C=C/C=C/[C@@H](O)CCCC(O)=O","1"
"Lipoxin A4","Lipoxin A4","HMDB0004385","5280914","6498","C06314","7058","CCCCC[C@H](O)\C=C\C=C/C=C/C=C/[C@@H](O)[C@@H](O)CCCC(O)=O","1"
"Prostaglandin E2","Prostaglandin E2","HMDB0001220","5280360","15551","C00584","6089","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O","1"
"(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate","(13E)-11a-Hydroxy-9,15-dioxoprost-13-enoic acid","HMDB0001320","5280710","15548","C04654","6157","CCCCCC(=O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O","1"
"(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate","(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate","HMDB0012481","53481436","15550","C04671",NA,"CCCCCC(=O)CC[C@@H]1[C@@H](O)CC(=O)[C@H]1C\C=C/CCCC(O)=O","1"
"Prostaglandin I2","Prostaglandin I2","HMDB0001335","5282411","15552","C01312","778","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2OC(C[C@H]12)=CCCCC(O)=O","1"
"Thromboxane A2","Thromboxane A2","HMDB0001452","5280497","15627","C02198","6253","CCCCC[C@H](O)\C=C\[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C\C=C/CCCC(O)=O","1"
"Prostaglandin H2","Prostaglandin H2","HMDB0001381","445049","15554","C00427","3495","CCCCC[C@H](O)\C=C\[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C\C=C/CCCC(O)=O","1"
"Levomethadyl acetate","Levomethadyl Acetate","HMDB0015358","15130","6441","C08012",NA,"CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1","1"
"prostaglandin H1","Prostaglandin H1","HMDB0013041","50921242",NA,NA,NA,"CCCCC[C@H](O)\C=C\[C@@H]1[C@@H]2C[C@@H](OO2)[C@H]1CCCCCCC(O)=O","1"
"20-OH-10,11-dihydro-leukotriene B4","NA","NA","NA","NA","NA","NA","NA","0"
"tetracosatetraenoic acid n-6","Tetracosatetraenoic acid (24:4n-6)","HMDB0006246","52921800","77526",NA,NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O","1"
"12-oxo-20-dihydroxy-leukotriene B4","12-oxo-20-dihydroxy-leukotriene B4","HMDB0012551","53481458",NA,NA,NA,"OC(O)CCCC\C=C/CC(=O)\C=C\C=C\C=C/[C@H](O)CCCC(O)=O","1"
"20-dihydroxyleukotriene B4","20-dihydroxyleukotriene B4","HMDB0012635","53481509",NA,NA,NA,"OC(O)CCCC\C=C/C[C@H](O)\C=C\C=C\C=C/[C@H](O)CCCC(O)=O","1"
"11-dehydrothromboxane B2","11-Dehydro-thromboxane B2","HMDB0004242","53477781","28667","C05964","7037","CCCCC[C@H](O)\C=C\[C@H]1OC(=O)C[C@H](O)[C@@H]1C\C=C\CCCC(O)=O","1"
"prostaglandin G1","Prostaglandin G1","HMDB0013039","53481591",NA,NA,NA,"CCCCC[C@H](OO)\C=C\[C@@H]1[C@@H]2C[C@@H](OO2)[C@H]1CCCCCCC(O)=O","1"
"10,11-dihydro-20-dihydroxy-LTB4","10,11-dihydro-20-dihydroxy-LTB4","HMDB0012502","53481447",NA,NA,NA,"OC(O)CCCC\C=C/C[C@H](O)CC\C=C\C=C/[C@H](O)CCCC(O)=O","1"
"3alpha-Hydroxy-5beta-cholanate","Lithocholic acid","HMDB0000761","9903","16325","C03990","209","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O","1"
"nisinate","Tetracosahexaenoic acid","HMDB0002007","11792612","77366",NA,"6430","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O","1"
"tetracosahexaenoic acid, n-3","Tetracosahexaenoic acid, n-3","HMDB0060117","131769829",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C=C\CCCCCC(O)=O","1"
"Sphingosine 1-phosphate","Sphingosine 1-phosphate","HMDB0000277","5283560","37550","C06124","5272","CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)COP(O)(O)=O","1"
"2-Arachidonoylglycerol","MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0004666","5282280","52392","C13856",NA,"[H]C(CO)(CO)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"Pantetheine 4'-phosphate","Pantetheine 4'-phosphate","HMDB0001416","115254","4222","C01134",NA,"CC(C)(COP(O)(O)=O)[C@@H](O)C(=O)NCCC(=O)NCCS","1"
"Desmosterol","Desmosterol","HMDB0002719","439577","17737","C01802","423","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC=C(C)C","1"
"Cholest-4-en-3-one","Cholestenone","HMDB0000921","91477","16175","C00599","3898","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"Zymosterol","Zymosterol intermediate 2","HMDB0006271","92746","18252","C05437",NA,"[H][C@@](C)(CCC=C(C)C)[C@@]1([H])CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3","1"
"5alpha-Cholesta-7,24-dien-3beta-ol","5alpha-Cholesta-7,24-dien-3beta-ol","HMDB0006842","5459827","16290","C05439","5928","[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC=C(C)C","1"
"Cholesta-5,7-dien-3beta-ol","7-Dehydrocholesterol","HMDB0000032","439423","17759","C01164","5101","[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"Vitamin D3","Vitamin D3","HMDB0000876","5280795","28940","C05443","222","[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C","1"
"alpha-Hydroxytamoxifen","alpha-Hydroxytamoxifen","HMDB0060585","3036580","80553","C16544",NA,"CC(O)C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)\C1=CC=CC=C1","1"
"Hydroxytamoxifen","4-Hydroxytamoxifen","HMDB0060530","449459","44616","C05011",NA,"CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1","1"
"1alpha-hydroxy-23-carboxy-24,25,26,27-tetranorvitamin D3","NA","NA","NA","NA","NA","NA","NA","0"
"Sphinganine 1-phosphate","Sphinganine 1-phosphate","HMDB0001383","644260","16893","C01120","3512","CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)COP(O)(O)=O","1"
"neurotensin 11-13","Neurotensin 11-13","HMDB0013024","53481585",NA,NA,NA,"CCC(C)[C@H](NC(=O)[C@H](N)CC1=CC=C(O)C=C1)C(=O)N[C@H](CC(C)C)C(O)=O","1"
"Cholate","Cholic acid","HMDB0000619","221493","16359","C00695","206","C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","1"
"fructoselysine 3-phosphate","NA","NA","NA","NA","NA","NA","NA","0"
"7alpha,12alpha-Dihydroxycholest-4-en-3-one","7alpha,12alpha-Dihydroxycholest-4-en-3-one","HMDB0247407","5118592",NA,NA,NA,"CC(C)CCCC(C)C1CCC2C3C(O)CC4=CC(=O)CCC4(C)C3CC(O)C12C","1"
"Calcitriol","Calcitriol","HMDB0001903","5280453","17823","C01673","6382","C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C","1"
"23S,25-dihydroxyvitamin D3","23S,25-dihydroxyvitamin D3","HMDB0006720","13072270",NA,NA,NA,"OC(C[C@@H](C)[C@H]1CCC2([H])\C(CCC[C@]12C)=C\C=C1\C[C@H](O)CCC1=C)CC(O)(C)C","1"
"7alpha,26-Dihydroxy-4-cholesten-3-one","7 alpha,26-Dihydroxy-4-cholesten-3-one","HMDB0012459","53481412",NA,"C17336",NA,"CC(CO)CCC[C@@H](C)C1CCC2C3[C@H](O)CC4=CC(=O)CC[C@]4(C)C3CC[C@]12C","1"
"7alpha,25-Dihydroxy-4-cholesten-3-one","7alpha,25-Dihydroxy-4-cholesten-3-one","HMDB0060425","5284267","81013","C17332",NA,"C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","1"
"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane","5beta-Cholestane-3alpha,7alpha,12alpha-triol","HMDB0001457","160520","16496","C05454","6254","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCCC(C)C","1"
"3alpha,7alpha,26-Trihydroxy-5beta-cholestane","3 alpha,7 alpha,26-Trihydroxy-5beta-cholestane","HMDB0012455","53481409","28540","C05444",NA,"CC(CO)CCC[C@@H](C)C1CCC2C3[C@H](O)CC4C[C@H](O)CC[C@]4(C)C3CC[C@]12C","1"
"dTDP","dTDP","HMDB0001274","164628","18075","C00363","6129","CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O","1"
"Prostaglandin PGE2 glyceryl ester","Prostaglandin PGE2 glyceryl ester","HMDB0013045","53481593","176067",NA,NA,"CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](O)CC(=O)[C@H]1C\C=C/CCCC(=O)OC(CO)CO","1"
"13'-hydroxy-gama-tocopherol","NA","NA","NA","NA","NA","NA","NA","0"
"heptadecanoyl carnitine","Heptadecanoyl carnitine","HMDB0006210","53477803","131887",NA,NA,"CCCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol","5beta-Cholestane-3alpha,7alpha,12alpha,25-tetrol","HMDB0000524","167758",NA,NA,"5509","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCCC(C)(C)O","1"
"3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane","27-Deoxy-5b-cyprinol","HMDB0001231","193321","17278","C05446","6095","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCCC(C)CO","1"
"stearidonyl carnitine","Stearidonyl carnitine","HMDB0006463","53477835",NA,NA,NA,"CC\C=C/C\C=C/CC\C=C/CC\C=C/CCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate","3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate","HMDB0304159","73760490",NA,NA,NA,"CC(C)CCCC(C)C1CCC2C3=CCC4C(C)(CCC(O)C4(C)C([O-])=O)C3CCC12C","1"
"Chenodeoxyglycocholate","Chenodeoxycholic acid glycine conjugate","HMDB0000637","12544","36274","C05466","5610","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O","1"
"20-oxo-leukotriene E4","20-Oxo-leukotriene E4","HMDB0012642","53481512",NA,NA,NA,"N[C@H](CS[C@H](\C=C\C=C\C=C/C\C=C/CCCCC=O)[C@@H](O)CCCC(O)=O)C(O)=O","1"
"Testosterone glucuronide","Testosterone glucuronide","HMDB0003193","108192","28835","C11134","2794","[H][C@@]12CC[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"testosterone glucuronide","Testosterone glucuronide","HMDB0003193","108192","28835","C11134","2794","[H][C@@]12CC[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"Dolichyl beta-D-glucosyl phosphate","dolichyl beta-D-glucosyl phosphate",NA,"56940678","15812","C01246",NA,"CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CCC(C)CCOP(=O)(O)O1OC(CO)(O)C(O)C1O","1"
"13'-carboxy-alpha-tocotrienol","13'-Carboxy-alpha-tocotrienol","HMDB0012556","53481462","139535",NA,NA,"C\C(CC\C=C(/C)C(O)=O)=C\CC\C(C)=C/CC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C","1"
"Taurolithocholate","Lithocholyltaurine","HMDB0000722","439763","36259","C02592","5690","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O","1"
"docosa-4,7,10,13,16-pentaenoyl carnitine","Docosa-4,7,10,13,16-pentaenoyl carnitine","HMDB0006321","53477825","134423",NA,NA,"CCCCC\C=C\C\C=C\C\C=C\C\C=C\C\C=C\CCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"clupanodonyl carnitine","Clupanodonyl carnitine","HMDB0006496","53477839","134424",NA,NA,"CC\C=C\CC\C=C\C\C=C\CC\C=C\CC\C=C\CCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"tetracosapentaenoyl carnitine","NA","NA","NA","NA","NA","NA","NA","0"
"Cellulose","Cellulose",NA,"4022","18246","C00760",NA,NA,"1"
"Platelet-activating factor","Platelet-activating factor","HMDB0062195","108156","44811",NA,NA,"CCCCCCCCCCCCCCCCOC[C@H](COP([O-])(=O)OCC[N+](C)(C)C)OC(C)=O","1"
"Diacylglycerol","Diacylglycerol","HMDB0242173","6026790",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C\CCCCCCCC","1"
"Sphingomyelin","SM(d18:1/18:0)","HMDB0001348","6453725","83358","C00550","176","[H][C@@](COP([O-])(=O)OCC[N+](C)(C)C)(NC(=O)CCCCCCCCCCCCCCCCC)[C@H](O)\C=C\CCCCCCCCCCCCC","1"
"O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine","Thyroxine","HMDB0000248","5819","18332","C01829","439","N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O","1"
