database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	20P02820216_BEHC18_POS	20P02820217_BEHC18_POS	20P02820215_BEHC18_POS	20P02820224_BEHC18_POS	20P02820213_BEHC18_POS	20P02820210_BEHC18_POS	20P02820211_BEHC18_POS	20P02820219_BEHC18_POS	20P02820133_BEHC18_POS	20P02820132_BEHC18_POS	20P02820131_BEHC18_POS	20P02820130_BEHC18_POS	20P02820136_BEHC18_POS	20P02820135_BEHC18_POS	20P02820134_BEHC18_POS	20P02820139_BEHC18_POS	20P02820138_BEHC18_POS	20P02820024_BEHC18_POS	20P02820320_BEHC18_POS	20P02820026_BEHC18_POS	20P02820027_BEHC18_POS	20P02820021_BEHC18_POS	20P02820023_BEHC18_POS	20P02820028_BEHC18_POS	20P02820286_BEHC18_POS	20P02820096_BEHC18_POS	20P02820227_BEHC18_POS	20P02820120_BEHC18_POS	20P02820121_BEHC18_POS	20P02820122_BEHC18_POS	20P02820123_BEHC18_POS	20P02820124_BEHC18_POS	20P02820264_BEHC18_POS	20P02820126_BEHC18_POS	20P02820127_BEHC18_POS	20P02820128_BEHC18_POS	20P02820129_BEHC18_POS	20P02820266_BEHC18_POS	20P02820059_BEHC18_POS	20P02820058_BEHC18_POS	20P02820057_BEHC18_POS	20P02820051_BEHC18_POS	20P02820052_BEHC18_POS	20P02820295_BEHC18_POS	20P02820293_BEHC18_POS	20P02820288_BEHC18_POS	20P02820317_BEHC18_POS	20P02820199_BEHC18_POS	20P02820198_BEHC18_POS	20P02820195_BEHC18_POS	20P02820194_BEHC18_POS	20P02820196_BEHC18_POS	20P02820315_BEHC18_POS	20P02820190_BEHC18_POS	20P02820193_BEHC18_POS	20P02820192_BEHC18_POS	20P02820115_BEHC18_POS	20P02820114_BEHC18_POS	20P02820116_BEHC18_POS	20P02820110_BEHC18_POS	20P02820274_BEHC18_POS	20P02820176_BEHC18_POS	20P02820082_BEHC18_POS	20P02820205_BEHC18_POS	20P02820080_BEHC18_POS	20P02820084_BEHC18_POS	20P02820310_BEHC18_POS	20P02820306_BEHC18_POS	20P02820307_BEHC18_POS	20P02820298_BEHC18_POS	20P02820299_BEHC18_POS	20P02820303_BEHC18_POS	20P02820305_BEHC18_POS	20P02820240_BEHC18_POS	20P02820100_BEHC18_POS	20P02820105_BEHC18_POS	20P02820038_BEHC18_POS	20P02820032_BEHC18_POS	20P02820031_BEHC18_POS	20P02820030_BEHC18_POS	20P02820037_BEHC18_POS	20P02820269_BEHC18_POS	20P02820328_BEHC18_POS	20P02820060_BEHC18_POS	20P02820063_BEHC18_POS	20P02820064_BEHC18_POS	20P02820179_BEHC18_POS	20P02820178_BEHC18_POS	20P02820069_BEHC18_POS	20P02820175_BEHC18_POS	20P02820174_BEHC18_POS	20P02820173_BEHC18_POS	20P02820172_BEHC18_POS	20P02820171_BEHC18_POS	20P02820170_BEHC18_POS	20P02820203_BEHC18_POS	20P02820183_BEHC18_POS	20P02820180_BEHC18_POS	20P02820002_BEHC18_POS	20P02820006_BEHC18_POS	20P02820188_BEHC18_POS	20P02820189_BEHC18_POS	20P02820202_BEHC18_POS	20P02820271_BEHC18_POS	20P02820185_BEHC18_POS	20P02820229_BEHC18_POS	20P02820228_BEHC18_POS	20P02820164_BEHC18_POS	20P02820226_BEHC18_POS	20P02820092_BEHC18_POS	20P02820095_BEHC18_POS	20P02820162_BEHC18_POS	20P02820163_BEHC18_POS	20P02820220_BEHC18_POS	20P02820017_BEHC18_POS	20P02820016_BEHC18_POS	20P02820018_BEHC18_POS	20P02820089_BEHC18_POS	20P02820151_BEHC18_POS	20P02820153_BEHC18_POS	20P02820152_BEHC18_POS	20P02820154_BEHC18_POS	20P02820159_BEHC18_POS	20P02820158_BEHC18_POS	20P02820276_BEHC18_POS	20P02820238_BEHC18_POS	20P02820239_BEHC18_POS	20P02820234_BEHC18_POS	20P02820235_BEHC18_POS	20P02820236_BEHC18_POS	20P02820237_BEHC18_POS	20P02820230_BEHC18_POS	20P02820231_BEHC18_POS	20P02820232_BEHC18_POS	20P02820233_BEHC18_POS	20P02820048_BEHC18_POS	20P02820046_BEHC18_POS	20P02820042_BEHC18_POS	20P02820043_BEHC18_POS	20P02820040_BEHC18_POS	20P02820001_BEHC18_POS	20P02820322_BEHC18_POS	20P02820323_BEHC18_POS	20P02820326_BEHC18_POS	20P02820146_BEHC18_POS	20P02820147_BEHC18_POS	20P02820144_BEHC18_POS	20P02820145_BEHC18_POS	20P02820142_BEHC18_POS	20P02820143_BEHC18_POS	20P02820140_BEHC18_POS	20P02820141_BEHC18_POS	20P02820209_BEHC18_POS	20P02820208_BEHC18_POS	20P02820075_BEHC18_POS	20P02820073_BEHC18_POS	20P02820072_BEHC18_POS	20P02820079_BEHC18_POS	20P02820078_BEHC18_POS
CHEBI:17973	C6H13O9P	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3+,4+,5-,6-/m1/s1	Galactose 1-phosphate					3.935												105916.675	175530.2402	162183.9394	71962.59987	149459.291	84137.34045	164026.7208	129008.0107	150957.5932	219377.7951	121565.6474		166019.8641	175614.5934	193220.2439	154037.1597	235323.1378	118926.6414	367569.8583	243311.0886	280008.8237	106296.3358	351430.4848	134829.5953	109525.812	121706.1556	126484.9636	175100.4098	137354.5136	142757.9269	238854.3446	164248.0191	80018.07834	68260.2766	252580.4705	186652.6081	225073.8283	94508.20123	136341.1651	39171.00984	105076.266	1981938.696	113459.5474	225396.9923	148069.2985	77357.34964	433117.185	95351.18609	97512.73254	49007.49218	276868.7316	54694.5869	184336.3927	81847.02155	103146.2735	58910.03977	124125.0185	167382.1286	38575.9192	127483.1633	138333.4195	63343.8466	144933.2301	106474.7258	213897.8912	130071.6616	174931.7201	149472.6561	135101.8566	96131.31244	149338.3411	52224.25775	88773.54479	184431.9874	204347.0596	155875.461	99175.92145	1293077.897	121896.6627	199387.7019	159225.0223	205813.4959	142248.9681	187348.8979	103483.3812	201979.0827	177118.498	32997.84429	83979.56701	206236.1962	86625.45009	129389.9109	175508.5181	61545.81568	129099.511	114226.137	69578.7534	133602.7619	39873.58878	221849.9764	97967.67032	64002.42475	61905.23485	104203.2207	65461.03266	111770.1154	79369.16295	95603.90796	74912.28553	98635.48089	471500.476	163263.5406	43383.51675	43275.77642	265176.5452	158708.1178	130593.4088	170993.0556	103124.8421	168515.1242	179140.7679	56308.50771	143995.9494	77740.89781	59572.35003	153486.0516	73917.83785	170607.7043	193842.6712	121303.2094	158153.6519	108416.5492	39277.14738	62522.85803	94023.92825	217051.4588	172758.8528	45145.57879	278711.4823	117111.9305	157376.5768	213570.5073	93901.30514	291529.0017	182729.3273	181647.4016	92709.78781	99527.07039	113852.0763	239152.9213	239857.0443	150847.3829	137115.5284	40068.67593	103657.3747	204957.2173	1753170.427	130999.3315	59239.24993
CHEBI:167759	C14H25NO4	CCCCCCCC(=O)C(C)NC(=O)CCC(=O)O	InChI=1S/C14H25NO4/c1-3-4-5-6-7-8-12(16)11(2)15-13(17)9-10-14(18)19/h11H,3-10H2,1-2H3,(H,15,17)(H,18,19)	4-oxo-4-[(3-oxo-2-decanyl)amino]butanoic acid					3.941												30580353.72	5130255.901	2641591.894	23361151.2	3698820.753	34511976.51	10315188.16	9434720.821	3389047.373	15846015.3	3049406.662		2485529.819	2177220.997	9072740.938	3225346.714	2093740.025	5862285.108	58333497.25	8483743.108	4683942.109	5875920.648	6062521.765	10833835.87	7192165.721	33301596.38	2446824.124	2921590.648	7601781.368	3729737.565	3788851.52	4938648.451	6372098.932	4216750.609	7822647.516	9163886.862	14114862.51	10503739.27	14209492.88	29639968.5	3167651.341	6171018.865	4950340.756	7230556.075	9940790.759	6543587.858	54098798.96	3372284.478	4327012.408	3850803.643	26139027	4011471.508	8507930.585	2844757.643	2627361.954	5783223.107	19332728.93	4560460.188	4700017.532	5445567.701	3079624.974	28141816.36	34686361.68	10552329.14	41413568.64	7015044.132	9523529.086	25872335.21	3722112.285	19076089.52	9614595.306	23187238.12	41296011.81	5969877.13	35595910.54	6186358.728	6174125.974	5262697.269	8629275.413	13345361.53	7153201.275	7968727.558	14489358.8	35966073.61	1664677.244	19747751.18	34228916.25	25422415.56	9072996.274	16048768.25	5021415.017	2766877.643	4992478.888	6562336.938	10266350.81	28355857.69	13141715.9	10724177.93	16622990.21	5536131.118	32271420.27	4633301.522	10639972.23	49427942.57	4865072.6	5686864.215	9963390.876	5459086.534	2019667.107	8083646.716	19479505.21	49087590.49	43038743.63	14980793.36	3447947.614	3526917.632	3080573.011	5090323.446	12581514.17	40784080.54	16319905.87	23339928.33	18496152.71	19475603	14966050.32	12369527.46	36446999.79	59014469.84	52558125.73	51919208.62	13041084.21	39351760.35	60850078.25	58948050.45	37607403.91	10764654.06	6953836.774	11463640.09	20156488.1	14112923.3	9357450.271	23314565.65	16959015.23	22599333.34	9524678.349	14634339.85	7272164.68	4107441.599	3847934.118	27659754.7	5928375.49	3141446.724	29603520.51	6794268.245	5980743.964	23056309.49	12182008.45	4802841.542	3781840.233
CHEBI:17964	C6H11NO2	OC(=O)C1CCCCN1	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)	Pipecolic acid					3.967												1758236.528	1760184.248	1598561.291	1947462.834	1389133.414	1812747.179	1676328.762	1736430.138	1894635.013	2338235.259	2111482.771		1769763.103	1913669.72	1983118.579	1991198.346	2273488.154	1602063.567	2154592.443	2025409.997	1899777.263	2195989.469	1927307.51	2382353.954	2221673.651	2023172.894	1600433.679	2098371.577	2030452.13	2294543.649	2327383.953	2001917.636	2177132.281	1907498.269	2182303.278	2117111.907	2459279.611	2049173.524	1710251.213	2005143.442	1980515.412	1718341.422	1815981.697	1131532.972	2034533.084	1506373.121	2122909.105	1614204.322	1919470.318	1674492.036	1591515.504	1710098.952	2128253.646	1524216.019	1646177.674	1720542.787	2218747.677	2114037.19	1151990.346	2301860.323	1762701.894	1687761.935	2245443.426	1648423.949	2404788.214	2015759.834	2341149.511	2294900.814	2062564.691	1854316.324	2081693.746	2094718.446	2035469.263	2091056.689	2314334.748	1886890.953	2075420.425	2020966.686	1984512.396	2646362.596	2189904.33	2324870.705	2412852.351	2505738.9	1080787.64	2357940.641	1868787.036	2115817.619	1472075.969	2074506.585	1651325.914	1832710.501	1509936.169	1817681.886	1709018.339	1860031.056	1807455.357	1559362.477	2001142.344	1970524.246	2152348.93	1714046.298	1620094.285	2115570.946	1631680.438	1626202.857	1697462.85	2157580.489	1423335.126	2066814.117	1991752.079	2164011.722	2387327.95	1592112.263	1944770.365	2162063.55	1910400.204	1763997.029	2642638.43	1779782.882	1940968.945	2409024.119	2004474.277	2483346.994	1620040.658	1968501.22	2277125.594	2685095.963	2180890.587	2511514.573	2317568.815	2221422.497	2271251.245	2354662.928	2070849.101	1708012.88	1958721.225	1533574.194	2063188.123	1967235.316	2017115.92	1879829.191	2051161.091	2237319.891	2038600.475	2031081.288	1940698.877	2318950.312	2061687.874	2036918.583	2090162.921	2294809.238	2017041.324	1898302.892	3096035.439	2217919.17	1990966.629	2011350.465	1936788.889
CHEBI:167761	C17H18FN3O4	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCNCC4)F)C(=O)O	InChI=1S/C17H18FN3O4/c1-9-8-25-16-13-10(15(22)11(17(23)24)7-21(9)13)6-12(18)14(16)20-4-2-19-3-5-20/h6-7,9,19H,2-5,8H2,1H3,(H,23,24)	Ofloxacin impurity e					3.972												9779.683709	4683.156403	4557.416235	5169.820423	4194.522687	5061.635885	10945.33004	4663.230081	5630.065353	5746.644969	33978.53168		5748.470589	6106.029962	4938.352572	4649.723835	4816.727232	5446.220321	6112.123103	7997.254744	5667.903417	29201.22446	7633.90868	1796644.868	7757.909407	5118.136154	5217.997326	48793.73021	5473.318229	4784.036809	6347.049097	14334.23291	5177.37208	5121.567908	5825.933042	5285.771977	6545.793037	5164.885641	1081715.772	6699.240465	6654.977481	5157.08406	5622.293447	8786.440542	5997.463088	25602.84524	6355.312834	4145.992525	5078.569018	4288.069132	5201.351884	3978.577541	5027.184758	181218.3178	4064.004637	4696.175519	6119.682331	5560.142484	10969.03812	5435.097175	8237.248161	4680.569728	5744.803083	3981.040124	5761.58724	5593.14653	4713.817517	5705.79578	6376.274824	6292.98629	5446.881067	7142.459047	7913.082634	4750.018219	8504.171092	5734.324019	8627.186717	5296.412907	8781.008931	6660.952654	5069.46587	4985.040276	5391.027488	6316.005545	9346.921072	5424.437005	7253.702825	5382.277025	49682.30057	4890.359668	4485.881648	5535.229127	4096.460195	5447.317166	5314.396496	33729.8906	4170.92705	5694.261139	5296.745832	5646.00225	5388.838199	4155.191293	4513.472585	5892.487598	3954.272678	4056.356019	3919.686914	6069.240592	4161.592014	6507.790365	6563.677477	5698.275662	5352.755229	24991.29736	5635.933411	7045.713461	16953.82867	4890.322586	4865.454599	6560.607401	5580.615016	5535.357736	5038.61331	5473.917349	48006.7774	5871.78862	6199.956613	6034.515143	5579.206899	5753.050527	5225.693912	5678.475235	5894.778499	5908.23703	6155.449182	12588.46587	6859.669636	265624.5697	6856.006923	6470.704704	5365.254503	7656.678052	5116.008287	6482.826781	5570.801041	4939.740615	7743.346085	5407.570885	5192.860821	5638.207962	4769.95397	5896.490926	5055.715418	5747.312091	28356.13144	5834.735964	5505.550808	5531.610091	7370.239958
CHEBI:17786	C8H15NO3	[C@@H](CC(C)C)(NC(=O)C)C(O)=O	InChI=1S/C8H15NO3/c1-5(2)4-7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)/t7-/m0/s1	N-acetyl-L-leucine					3.992												129019.9519	117973.4621	95800.98179	94616.45016	91359.98011	98905.60691	144517.5774	93566.26678	88996.06047	123285.7448	94404.75124		102186.0036	89363.16344	113811.0399	139117.3518	84811.99941	199228.8225	105757.3635	7730743.921	293596.3446	154789.9952	644523.2095	489096.4048	152270.5431	123730.6457	88025.59484	109743.6816	122261.0837	93041.34238	90022.87464	129768.2435	103787.5643	222282.1087	130183.8252	133083.242	116711.5354	113859.9153	131414.8599	105762.4579	106668.6494	89518.78377	101761.916	110248.9265	113450.5741	166686.5927	98956.89422	78517.34981	113250.0845	83180.89693	76150.44112	92551.39878	102708.2669	94748.68586	72279.88654	125895.0905	111684.8168	105617.9656	72743.19652	116788.6598	82621.98511	81873.48609	90683.65065	157951.3216	130995.7308	112361.9579	106424.9073	87080.41433	104128.3756	120643.0563	115446.4017	101526.0359	99433.11329	87209.91719	138962.9777	87132.93815	1502405.887	367117.3836	1560281.622	393036.7016	119253.7955	102995.3692	114195.8124	128963.6807	156917.0117	106679.6643	91212.19426	76768.267	279692.9106	74857.6146	107443.2478	72906.24744	67206.85415	95666.38256	81014.40133	112460.7708	101933.3221	89720.14332	13320805.87	256800.1437	100782.4441	89034.8099	256918.7915	116673.7226	77888.50942	165136.0623	177958.5467	143595.9194	80869.82651	77197.65981	110074.2679	101882.8593	106107.021	165510.787	7490342.135	7682657.28	6972666.668	113086.195	112978.4346	120141.0616	151886.6074	121523.4633	103715.6107	140683.5995	111154.0496	107555.1877	128612.206	97335.98077	94581.72922	109987.9625	132727.1645	109764.7245	112168.6983	112148.0221	119750.8312	90746.23603	838358.6636	204990.0495	557571.5487	129753.6566	16594578.61	122813.0385	118298.497	120770.477	93325.7092	116926.6438	118560.2799	110011.1495	110591.3003	88518.33087	78394.32845	101217.0069	81668.89848	91442.1258	94293.59559	97488.48454	124453.2757	115043.9447	96137.98677
CHEBI:167764	C8H10O2	CCC(=O)C1=CC=C(O1)C	InChI=1S/C8H10O2/c1-3-7(9)8-5-4-6(2)10-8/h4-5H,3H2,1-2H3	2-methyl-5-propionylfuran					3.993												222888.818	233199.6292	200121.2117	210798.1158	200762.1769	235018.2601	257913.2867	209087.71	209361.6309	387515.0623	227067.1651		210106.5914	208891.1424	247468.5327	276854.3158	187649.9882	368166.0429	274049.4867	8061260.362	399978.5613	281502.5351	805489.531	652849.5002	322971.3254	370756.8306	245960.1363	257809.3977	254993.2085	231564.8431	203906.4533	232445.7616	241643.7013	357840.435	248116.9866	271651.9113	250117.9607	234100.5631	232240.1263	257117.7163	225483.4214	181567.7772	222671.7651	189698.8591	256993.9145	170761.3584	293675.5226	201290.4879	309193.3541	186414.749	198441.8341	302080.1643	236608.2039	220808.8383	167428.084	251671.2397	219043.6418	234831.7818	168202.2517	244621.6808	174767.4065	213450.2809	205702.3949	295311.5507	289593.2923	256144.5159	213624.9866	301805.7567	234779.4798	265717.558	265079.3988	252555.9336	212529.1417	204901.9186	296505.4505	213158.5801	2438369.655	505866.3579	1690799.812	499650.6937	237582.815	244006.3032	235590.2789	273329.6094	231865.35	232556.4855	183930.0921	225000.2178	285058.2855	193655.8684	242362.4212	187236.7212	190291.9574	205907.7095	242761.2962	265654.9754	212868.4781	199623.8947	15127047.66	337254.0117	230096.3615	240108.4637	403505.6987	276578.282	186767.4829	266915.104	281763.8997	289835.9814	174843.6718	174520.5524	245887.3841	268736.6463	211462.022	174953.2535	7258804.966	8577197.488	7301795.906	199446.8689	256319.1189	286645.2434	299577.6439	262580.8142	252241.4666	306629.5778	160569.3204	262029.5105	283403.1868	234809.5257	267156.194	319378.3392	283714.5115	231903.1589	374201.9847	253087.7497	213913.4963	213992.2138	948775.6248	317697.3349	602470.2156	253545.4943	15242811.46	243280.4355	246684.8939	254936.0759	227667.407	261615.8947	251405.2797	238566.1532	251369.1853	208979.8907	214100.0457	228179.017	209112.2136	235583.9433	193422.864	244633.5379	278413.2867	264333.9283	212233.3451
CHEBI:27732	C8H10N4O2	Cn1cnc2n(C)c(=O)n(C)c(=O)c12	InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3	Caffeine					4.01												31874411.53	34783.51674	28946.00618	25201.00734	29707.37007	16986.53803	34842802.75	21883.53872	27065.13942	18329.11548	20850.98616		27961.22321	19725.88955	20799.7721	12849.07481	69219.05972	973749.4606	6191.820005	5445337.109	42224.77841	8189.106643	7850.121765	84677.0452	12288.96006	1217116.445	36830.9785	20184.87552	17098.9877	9439.585659	11233.497	221008.478	15085.64555	11964.79439	463866.306	14589.35658	366810.6039	15051.91003	17326.90201	4898059.007	13867474.59	1065498.287	20196.84541	6610.116266	439778.7512	31332.02078	530858.5591	15591.00394	9872.205488	12612.04999	300682.371	16410.04307	11431.59802	1724402.546	19904.93106	2734832.197	29760.70207	17335.67013	15069.35418	39110.05712	7238.571661	1640852.142	13137.00286	14031.99686	60804.81667	48381.798	41775.57518	11446.6146	13902.83387	33858.56381	11655.13522	23543.33226	15042920.55	14093.31119	11277.16351	943769.1642	24616681.81	6817.648183	126759.7803	62701.3756	91576.37294	46100.6657	10171.0226	10209.15032	8313.603632	328785.5975	13245989.35	43945.57084	20941.61812	26292.11704	9420.183271	5822694.972	51383.49417	11530.41728	8027.542005	109245.8031	15645.05817	3167885.418	476937.9347	67386.37242	9530.134603	569271.0842	22374.61785	939128.4877	20084.78963	18264.84498	184084.1767	1310977.672	25108.99674	17847.88472	103376.0873	61205.43235	14243.86088	88321916.36	21195.9922	5790977.466	14559.06121	296240.1727	27644.76053	19763.40886	32363.10362	182669.604	14904.51298	11266.69587	15405.65174	839370.1783	13273.83679	15299.42798	13367.51597	12421.4827	371705.0195	1320691.782	13720.45167	9294.797989	11244.80583	14446.70581	16303.00933	124109.2949	10654.16867	823073.51	19715.12784	10256.29419	10994.93122	18359.89292	18323.68124	8318.299751	2538356.785	63367.12697	42625.77457	7713.053187	37701.02344	36764.09155	11236.13892	3535514.281	33056.23685	36805.12708	15554.93468	28977.69414	48049.80508
CHEBI:18183	C5H7NO3	OC(=O)[C@@H]1CCC(=O)N1	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1	L-pyroglutamic acid					4.012												2257518.953	1665792.851	1977481.892	4002295.811	2885515.734	4114203.813	3553553.354	3605266.349	12618946.03	1160801.583	2086860.472		16415125.16	13738173.84	2635806.876	6592848.344	4562385.083	8549900.724	7620668.391	23478736.24	4045350.184	20691616.96	30188733.09	148666121.3	35727774.29	1479778.724	9918732.879	4053648.34	14789266.95	7786745.064	15444811.91	28793653.87	8663611.983	6375245.929	26813572.04	13544213	11990637.4	1046317.708	1495296.717	4383669.653	3161656.659	5442722.79	11674476.2	47693127.19	15868505.72	32760254.54	7677979.693	1367068.26	6073165.538	2495373.237	2426640.721	3415474.534	3682003.547	1617437.86	3881170.108	1048878.787	7207845.535	10378043.92	14564128.68	5810352.145	40089591.46	1019593.387	7138540.378	5844434.169	1244199.38	12540822.21	4279822.609	4691344.147	33663031.23	22673246.79	6706107.257	18340538.81	928217.6366	2819142.953	27229653.51	10946610.27	1154724.498	1113245.656	69434841.11	22846943.16	5375078.99	2821501.279	3389331.535	9797165.896	51574984.81	3058281.224	2832247.462	6921435.899	33233924.04	4222882.797	1440432.138	12210999.69	2357741.295	4412016.207	9590556.704	4566179.015	1478924.382	6392108.18	2769077.258	6949238.57	3308323.878	2891842.019	5935091.238	17649244.83	1341437.528	3001232.312	1521682.583	4089616.075	4697071.759	1076345.42	23855153.38	5401338.977	3401344.307	3897602.008	8716127.352	22214317.92	18431668.89	9917261.01	1723023.815	4114792.838	11288003.87	7219305.933	8093602.419	11810172.18	72414727.55	9951529.409	2321510.149	5081148.641	2867753.339	8039244.972	1778613.056	1480182.708	7092757.322	4528570.634	17486063.06	6223928.685	24774608.01	91182565.99	5879018.468	17551576.19	2358087.859	25028314.39	8344003.774	14100540.63	9243071.486	8730857.52	24070696.67	6415742.825	5808495.705	13337109	1951200.803	6858555.627	2165493.072	1942124.068	13997388.12	7002915.655	11146968.34	3742793.197	16702283.48
CHEBI:17884	C13H16N2O4	NC(=O)CC[C@H](NC(=O)Cc1ccccc1)C(O)=O	InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1	N-phenylacetylglutamine					4.012												20132739.7	12292762.68	15408727.01	31503132.61	21098149.38	32788389.6	32044317.63	31456407.74	108744367.1	6886493.378	55696336.95		114654247	116882253.5	21663161.17	57648996.62	36216706.9	71769913.68	63590038.24	192291658.7	48387777.59	181902018.1	252866971.4	1117241263	307016454.2	12579136.71	82459267.35	30518745.33	122290686.6	65746527.38	129908279.2	248167598.8	68214482.91	53230980.3	224919181.1	117139636.7	102525499.7	5044846.712	8444125.441	33461097.98	23577530.52	42791310.17	92206877.39	395195750.7	128294823.9	261607119.5	61406024.68	8638919.936	48043575.7	20244078.21	20150939.5	22132961.71	31407380.73	10368277.97	30606356.58	5907729.842	59002055.33	86083333.71	120787978.3	48829352.42	338472075.4	6268400.973	62433920.42	47045802.78	7375841.197	107453275	35526361.97	37608607.21	283135011.4	178515907.7	54840263.98	138096110.6	5135761.97	22833335.63	227497742.8	89381858.76	7617116.83	8152881.317	564077487.6	204165288.7	39949354.59	23485617.62	26556527.34	81148860.14	407749016.6	25145872.32	23525617.82	53462556.84	278904741.8	35311986.11	8590289.311	104829988.9	19969305.83	35725311.92	79093600	40271784.32	9218027.727	51111119.33	22662960.43	59978304.86	25616064.92	23647543.94	50315849.16	156060927.9	7663233.625	23389747.05	11890565.14	32895454.76	39199724.23	5071128.437	199544509.2	44244570.32	30897160.94	37020085.04	71448414.81	185683538.4	154349370.6	81031453.84	13312188.96	32270687.02	89900315.98	61606615.23	58740877.88	96232136.53	630983146.7	84660701.36	18423751.46	41911707.33	22494364.59	66606282.64	11731973.45	9021717.998	58965175.79	37414933.06	144803274.4	50689582.06	208473443.8	745267688.3	49185211.36	149088311	19920443.88	207820325.8	67128053.41	122647194.1	79013480.03	70235191.78	196154487.6	56417842.53	44985519.7	110410663.2	15747625.42	54511278.69	17822023.9	14338489.71	100971272.5	60316662.12	94498078.18	30768923.15	137404913.8
CHEBI:17597	C7H6O2	[H]C(=O)c1ccc(O)cc1	InChI=1S/C7H6O2/c8-5-6-1-3-7(9)4-2-6/h1-5,9H	4-hydroxybenzaldehyde					4.017												630529.4646	762150.9397	1086743.893	904381.9586	1184902.914	643086.0375	574405.0433	612528.1413	1186855.131	797315.4633	1022513.582		833019.2231	717654.2733	1355596.678	776178.8776	798013.4507	1094934.992	976304.4034	463457.2608	601057.8671	12104679.4	535633.182	1019662.866	1057995.21	1498346.043	884255.476	826567.9496	1584669.376	854377.5083	1007228.068	925259.1756	1590657.564	863306.6163	413514.4615	578832.564	801009.5949	1063633.406	1471287.286	947662.0643	1141925.657	706742.4762	1137698.029	1868624.332	1463487.534	1554355.465	1016141.887	916607.1989	781028.4101	787687.9425	1338006.776	954521.694	1179141.415	782229.3856	854723.7303	791559.047	660983.9176	486605.3428	1193826.513	999059.1095	1125911.566	683382.0026	697072.612	673845.9895	1074802.555	847832.0479	1146283.24	792300.0283	1487230.538	1152700.054	1202478.932	1061697.799	1250239.716	753850.7534	677684.2198	948957.3812	1257328.058	1120033.404	452537.5366	507046.4665	754654.7225	1088978.151	1252919.547	742414.7964	1190336.476	788877.6057	506459.5216	678631.2005	1209691.693	585632.214	757029.1202	672082.8663	703460.6246	732013.5488	1113880.932	732883.6182	750795.1774	768205.4017	1044145.41	871276.1956	694912.6835	757860.3943	913183.8555	1425743.771	1237442.04	771900.6711	663436.048	1462811.66	949442.397	1049473.139	1041040.045	706092.8747	872058.3304	433880.7157	728108.2334	836379.2965	652694.6959	562247.9023	882937.6103	1476143.625	980033.4394	824873.451	843842.9504	731339.7476	954875.826	4878181.442	712769.2274	1053978.506	1103291.948	1133986.365	1323895.603	807096.5214	890343.1397	1023651.719	1260266.321	1929878.599	851437.4311	897398.2686	1401036.48	615828.9754	1128991.386	954765.2122	1023072.473	1206943.409	594593.8461	850748.1694	1269145.991	931314.0656	1108975.181	462704.3417	935587.4564	687670.0678	601018.4428	633727.5306	3057506.487	916330.252	971109.6833	793490.4391	889743.2576
