"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"143429","NA","NA","NA","NA","NA","NA","NA","0"
"310312","Isoliquiritigenin","HMDB0037316","638278","310312","C08650",NA,"OC1=CC=C(\C=C\C(=O)C2=C(O)C=C(O)C=C2)C=C1","1"
"24813","Indolelactic acid","HMDB0000671","676157","24813","C02043","5641","O[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O","1"
"2607","Aloeemodin","HMDB0030829","10207","2607","C10294",NA,"OCC1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2=O","1"
"64213","NA","NA","NA","NA","NA","NA","NA","0"
"73237","(-)-alpha-Narcotine","HMDB0033439","275196","73237","C09592",NA,"[H][C@@]1(OC(=O)C2=C1C=CC(OC)=C2OC)[C@]1([H])N(C)CCC2=CC3=C(OCO3)C(OC)=C12","1"
"59114","1,2-Dimethoxybenzene","HMDB0032139","7043","59114",NA,NA,"COC1=CC=CC=C1OC","1"
"16734","NA","NA","NA","NA","NA","NA","NA","0"
"167797","NA","NA","NA","NA","NA","NA","NA","0"
"28235","4-Methoxybenzaldehyde","HMDB0029686","31244","28235","C10761",NA,"COC1=CC=C(C=O)C=C1","1"
"167799","NA","NA","NA","NA","NA","NA","NA","0"
"167801","NA","NA","NA","NA","NA","NA","NA","0"
"167803","NA","NA","NA","NA","NA","NA","NA","0"
"28281","5-Methoxyindoleacetate","HMDB0004096","18986","28281","C05660","7016","COC1=CC2=C(NC=C2CC(O)=O)C=C1","1"
"39462","NA","NA","NA","NA","NA","NA","NA","0"
"167805","NA","NA","NA","NA","NA","NA","NA","0"
"91038","o-Tyrosine","HMDB0006050","91482","91038",NA,NA,"NC(CC1=CC=CC=C1O)C(O)=O","1"
"27994","Luteolin 7-glucoside","HMDB0035588","5280637","27994","C03951",NA,"OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O","1"
"167807","NA","NA","NA","NA","NA","NA","NA","0"
"48131","Azelaic acid","HMDB0000784","2266","48131","C08261","5750","OC(=O)CCCCCCCC(O)=O","1"
"6052","Isorhamnetin","HMDB0002655","5281654","6052","C10084","3445","COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1","1"
"69657","Kaempferol 3-rhamno-glucoside","HMDB0302426","5318767","69657",NA,NA,"C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O","1"
"167809","NA","NA","NA","NA","NA","NA","NA","0"
"69440","NA","NA","NA","NA","NA","NA","NA","0"
"16796","Melatonin","HMDB0001389","896","16796","C01598","73","COC1=CC2=C(NC=C2CCNC(C)=O)C=C1","1"
"75790","Kaempferol 7-glucoside","HMDB0303599","10095180","75790",NA,NA,"OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C(O)=C(O3)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O","1"
"135590","NA","NA","NA","NA","NA","NA","NA","0"
"167811","NA","NA","NA","NA","NA","NA","NA","0"
"669","1-Phenylethanol","HMDB0032619","7409","669","C07112",NA,"CC(O)C1=CC=CC=C1","1"
"16092","Isoquinoline","HMDB0034244","8405","16092","C06323",NA,"C1=CC=C2C=NC=CC2=C1","1"
"167813","NA","NA","NA","NA","NA","NA","NA","0"
"50202","(2R)-5,7-Dihydroxy-2-(4-hydroxyphenyl)-2,3-dihydro-4H-chromen-4-one","HMDB0242579",NA,"50202",NA,NA,"OC1=CC=C(C=C1)C1CC(=O)C2=C(O)C=C(O)C=C2O1","1"
"167815","NA","NA","NA","NA","NA","NA","NA","0"
"27440","3-Methoxyanthranilate","HMDB0060374","255720","27440","C05831",NA,"COC1=CC=CC(C(O)=O)=C1N","1"
"18086","Indoleacetaldehyde","HMDB0001190","800","18086","C00637","6068","O=CCC1=CNC2=C1C=CC=C2","1"
"16458","NA","NA","NA","NA","NA","NA","NA","0"
"167817","NA","NA","NA","NA","NA","NA","NA","0"
"167819","NA","NA","NA","NA","NA","NA","NA","0"
"89830","5-Methoxysalicylic acid","HMDB0001868","75787","89830",NA,"4164","COC1=CC(C(O)=O)=C(O)C=C1","1"
"16656","NA","NA","NA","NA","NA","NA","NA","0"
"31835","Methylparaben","HMDB0032572","7456","31835",NA,NA,"COC(=O)C1=CC=C(O)C=C1","1"
"80790","NA","NA","NA","NA","NA","NA","NA","0"
"167821","NA","NA","NA","NA","NA","NA","NA","0"
"75095","5,7-Dihydroxyflavone","HMDB0036619","5281607","75095","C10028",NA,"OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1","1"
"167823","NA","NA","NA","NA","NA","NA","NA","0"
"17276","Phloretin","HMDB0003306","4788","17276","C00774","3405","OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1","1"
"28230","Hesperetin","HMDB0005782","72281","28230","C01709",NA,"COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1","1"
"28088","Genistein","HMDB0003217","5280961","28088","C06563","3398","OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O","1"
"167824","NA","NA","NA","NA","NA","NA","NA","0"
"31883","N-Oleoyl Dopamine",NA,"5282106","31883","C12272",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)NCCc1ccc(O)c(O)c1","1"
"167760","NA","NA","NA","NA","NA","NA","NA","0"
"17697","N-Acetylserotonin","HMDB0001238","903","17697","C00978","366","CC(=O)NCCC1=CNC2=C1C=C(O)C=C2","1"
"167827","NA","NA","NA","NA","NA","NA","NA","0"
"167828","NA","NA","NA","NA","NA","NA","NA","0"
"66951","3-Succinoylpyridine","HMDB0000992","437","66951","C19569","5924","OC(=O)CCC(=O)C1=CC=CN=C1","1"
"167829","NA","NA","NA","NA","NA","NA","NA","0"
"6698","Matairesinol","HMDB0035698","119205","6698","C10682",NA,"COC1=C(O)C=CC(C[C@H]2COC(=O)[C@@H]2CC2=CC(OC)=C(O)C=C2)=C1","1"
"167830","NA","NA","NA","NA","NA","NA","NA","0"
"40070","NA","NA","NA","NA","NA","NA","NA","0"
"217301","NA","NA","NA","NA","NA","NA","NA","0"
"16243","Quercetin","HMDB0005794","5280343","16243","C00389",NA,"OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1","1"
"102130","Sulfamerazine","HMDB0015521","5325","102130",NA,NA,"CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1","1"
"59948","8,9-Dihydro-8-(1-hydroxy-1-methylethyl)-2H-furo[2,3-h]1-benzopyran-2-one","HMDB0244406",NA,"59948",NA,NA,"CC(C)(O)C1CC2=C(O1)C=CC1=C2OC(=O)C=C1","1"
"167831","NA","NA","NA","NA","NA","NA","NA","0"
"2198","6-Hydroxymelatonin","HMDB0004081","1864","2198","C05643","7013","COC1=C(O)C=C2NC=C(CCNC(C)=O)C2=C1","1"
"2781","Acetovanillone","HMDB0247918","2214","2781","C11380",NA,"COC1=CC(=CC=C1O)C(C)=O","1"
"167832","NA","NA","NA","NA","NA","NA","NA","0"
"42567","Fisetin",NA,"5281614","42567","C10041",NA,"O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12","1"
"167833","NA","NA","NA","NA","NA","NA","NA","0"
"34292","2(3H)-Benzothiazolethione","HMDB0030524","21831736","34292","C14437",NA,"S=C1NC2=C(S1)C=CC=C2","1"
"10319","1-Naphthol","HMDB0012138","7005","10319","C11714",NA,"OC1=C2C=CC=CC2=CC=C1","1"
"6895","NA","NA","NA","NA","NA","NA","NA","0"
"7632","NA","NA","NA","NA","NA","NA","NA","0"
"38747","(2R)-2-(3,4-Dihydroxyphenyl)-3,5,7-trihydroxy-2,3-dihydrochromen-4-one","HMDB0242509",NA,"38747","C01617",NA,"OC1C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC(O)=C(O)C=C1","1"
"28689","Dehydroepiandrosterone","HMDB0000077","5881","28689","C01227","5133","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"166518","NA","NA","NA","NA","NA","NA","NA","0"
"167756","NA","NA","NA","NA","NA","NA","NA","0"
"17445","3-Hydroxyphenylacetic acid","HMDB0000440","12122","17445","C05593","5429","OC(=O)CC1=CC(O)=CC=C1","1"
"27952","NA","NA","NA","NA","NA","NA","NA","0"
"167834","NA","NA","NA","NA","NA","NA","NA","0"
"16380","Vindoline","HMDB0259814","425978","16380","C01626",NA,"CCC12C=CCN3CCC4(C13)C(N(C)C1=CC(OC)=CC=C41)C(O)(C2OC(C)=O)C(=O)OC","1"
"81226","NA","NA","NA","NA","NA","NA","NA","0"
"68579","5-Chloro-N-({2-oxo-3-[4-(3-oxomorpholin-4-yl)phenyl]-1,3-oxazolidin-5-yl}methyl)thiophene-2-carboxamide","HMDB0242114",NA,"68579",NA,NA,"ClC1=CC=C(S1)C(=O)NCC1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O","1"
"75902","NA","NA","NA","NA","NA","NA","NA","0"
"72782","Indole-3-methyl acetate","HMDB0029738","74706","72782",NA,NA,"COC(=O)CC1=CNC2=C1C=CC=C2","1"
"80705","NA","NA","NA","NA","NA","NA","NA","0"
"17869","6-Hydroxyhexanoic acid","HMDB0012843","14490","17869","C06103",NA,"OCCCCCC(O)=O","1"
"89633","NA","NA","NA","NA","NA","NA","NA","0"
"28157","Pinocembrin","HMDB0030808","68071","28157","C09827",NA,"OC1=CC(O)=C2C(=O)C[C@H](OC2=C1)C1=CC=CC=C1","1"
"81377","NA","NA","NA","NA","NA","NA","NA","0"
"28927","Sakuranetin","HMDB0030090","73571","28927","C09833",NA,"[H][C@]1(CC(=O)C2=C(O1)C=C(OC)C=C2O)C1=CC=C(O)C=C1","1"
"167400","NA","NA","NA","NA","NA","NA","NA","0"
"167835","NA","NA","NA","NA","NA","NA","NA","0"
"16731","Cinnamaldehyde","HMDB0003441","637511","16731","C00903","6931","O=C\C=C\C1=CC=CC=C1","1"
"48541","(Z)-p-Methoxycinnamic acid","HMDB0246971",NA,"48541",NA,NA,"COC1=CC=C(C=CC(O)=O)C=C1","1"
"167836","NA","NA","NA","NA","NA","NA","NA","0"
"46234","Ubiquinone-1","HMDB0002012","4462","46234","C00399","6435","COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O","1"
"167837","Piperanine","HMDB0033874","5320618","167837",NA,NA,"O=C(\C=C\CCC1=CC2=C(OCO2)C=C1)N1CCCCC1","1"
"33070","3-Indolebutyric acid","HMDB0002096","8617","33070","C11284","6485","OC(=O)CCCC1=CNC2=C1C=CC=C2","1"
"16962","Cortisone","HMDB0002802","222786","16962","C00762","271","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"167838","NA","NA","NA","NA","NA","NA","NA","0"
"167839","NA","NA","NA","NA","NA","NA","NA","0"
"167840","NA","NA","NA","NA","NA","NA","NA","0"
"34800","3,5,5-Trimethyl-2-cyclohexen-1-one","HMDB0031195","6544","34800","C14743",NA,"CC1=CC(=O)CC(C)(C)C1","1"
"41865","Sebacic acid","HMDB0000792","5192","41865","C08277","4240","OC(=O)CCCCCCCCC(O)=O","1"
"28814","3,3',4'5-Tetrahydroxystilbene","HMDB0004215","667639","28814","C05901",NA,"OC1=CC(\C=C\C2=CC(O)=C(O)C=C2)=CC(O)=C1","1"
"16973","Deoxycorticosterone","HMDB0000016","6166","16973","C03205","5089","[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"167841","NA","NA","NA","NA","NA","NA","NA","0"
"10353","NA","NA","NA","NA","NA","NA","NA","0"
"167842","NA","NA","NA","NA","NA","NA","NA","0"
"8082","Phenyl acetate","HMDB0040733","31229","8082","C15583",NA,"CC(=O)OC1=CC=CC=C1","1"
"17650","Cortisol","HMDB0000063","5754","17650","C00735","5124","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"67818","NA","NA","NA","NA","NA","NA","NA","0"
"2981","Baicalin","HMDB0041832","13654833","2981","C10025",NA,"O[C@@H]1[C@@H](O)[C@@H](OC2=C(O)C(O)=C3C(=O)C=C(OC3=C2)C2=CC=CC=C2)O[C@@H]([C@H]1O)C(O)=O","1"
"167843","NA","NA","NA","NA","NA","NA","NA","0"
"9901","NA","NA","NA","NA","NA","NA","NA","0"
"66964","Tetrahydrocannabinol","HMDB0014613","16078","66964","C06972",NA,"[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21","1"
"167844","NA","NA","NA","NA","NA","NA","NA","0"
"28197","Daidzein","HMDB0003312","5281708","28197","C10208",NA,"OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O","1"
"28835","Testosterone glucuronide","HMDB0003193","108192","28835","C11134","2794","[H][C@@]12CC[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"15929","Methyl jasmonate","HMDB0036583","5367719","15929","C11512",NA,"CC\C=C/C[C@@H]1[C@@H](CC(=O)OC)CCC1=O","1"
"78668","10-hydroxy-2E-decenoic acid",NA,"5312738","78668",NA,NA,"O=C(O)/C=C/CCCCCCCO","1"
"86567","4'-Methoxyacetophenone","HMDB0032570","7476","86567",NA,NA,"COC1=CC=C(C=C1)C(C)=O","1"
"42025","12-amino-dodecanoic acid",NA,"69661","42025",NA,NA,"NCCCCCCCCCCCC(=O)O","1"
"38833","decanamide",NA,"75347","38833",NA,NA,"CCCCCCCCCC(N)=O","1"
"3908","Coumesterol","HMDB0002326","5281707","3908","C10205",NA,"OC1=CC2=C(C=C1)C1=C(O2)C2=C(OC1=O)C=C(O)C=C2","1"
"28499","Kaempferol","HMDB0005801","5280863","28499","C05903",NA,"OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1","1"
"15400","(R)-Carvone","HMDB0035089","439570","15400","C01767",NA,"CC(=C)[C@@H]1CC=C(C)C(=O)C1","1"
"31459","Dehydrocholic acid",NA,"6674","31459","C13154",NA,"C(CCC(=O)O)1CC23C(=O)C4CC(=O)CC4(C)3CC(=O)21C","1"
"167845","NA","NA","NA","NA","NA","NA","NA","0"
"16330","Dihydrotestosterone","HMDB0002961","10635","16330","C03917","2789","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C","1"
"68830","NA","NA","NA","NA","NA","NA","NA","0"
"41500","Benzenebutanoic acid","HMDB0000543","4775","41500",NA,"5528","OC(=O)CCCC1=CC=CC=C1","1"
"10043","Wogonin",NA,"5281703","10043","C10197",NA,"COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12","1"
"1579","3-O-Methylkaempferol","HMDB0302564","5280862","1579","C05902",NA,"COC1=C(OC2=C(C(O)=CC(O)=C2)C1=O)C1=CC=C(O)C=C1","1"
"81337","Cirsimaritin","HMDB0250276","188323","81337","C17785",NA,"COC1=C(OC)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=C(O)C=C1","1"
"102265","Sulfamethazine","HMDB0015522","5327","102265","C19530",NA,"CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1","1"
"27632","Acetophenone","HMDB0033910","7410","27632","C07113",NA,"CC(=O)C1=CC=CC=C1","1"
"36812","1-Phenyl-1-pentanone","HMDB0031208","66093","36812",NA,NA,"CCCCC(=O)C1=CC=CC=C1","1"
"3359","Cannabidiolic acid","HMDB0249587","4486399","3359","C10784",NA,"CCCCCC1=CC(O)=C(C2C=C(C)CCC2C(C)=C)C(O)=C1C(O)=O","1"
"59613","4'-Hydroxydiclofenac","HMDB0013974","116545","59613",NA,NA,"OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=C(O)C=C1Cl","1"
"111762","Nordiazepam","HMDB0060538","2997","111762","C07486",NA,"ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1","1"
"42223","Emodin","HMDB0035214","3220","42223","C10343",NA,"CC1=CC2=C(C(O)=C1)C(=O)C1=C(C=C(O)C=C1O)C2=O","1"
"18332","Thyroxine","HMDB0000248","5819","18332","C01829","439","N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O","1"
"36601","NA","NA","NA","NA","NA","NA","NA","0"
"17211","Geranyl-PP","HMDB0001285","445995","17211","C00341","6134","CC(C)=CCC\C(C)=C\COP(O)(=O)OP(O)(O)=O","1"
"16990","Bilirubin","HMDB0000054","5280352","16990","C00486","81","CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(N2)\C=C2/NC(=O)C(C=C)=C2C)N1","1"
"30918","NA","NA","NA","NA","NA","NA","NA","0"
"80900","NA","NA","NA","NA","NA","NA","NA","0"
"30745","Phenylacetic acid","HMDB0000209","999","30745","C07086","129","OC(=O)CC1=CC=CC=C1","1"
"4573","NA","NA","NA","NA","NA","NA","NA","0"
"17987","Benzyl alcohol","HMDB0003119","244","17987","C00556",NA,"OCC1=CC=CC=C1","1"
"87429","Butyl butyrate","HMDB0039620","7983","87429",NA,NA,"CCCCOC(=O)CCC","1"
"15833","(R)-Sulcatol","HMDB0030030","20745","15833","C07288",NA,"CC(O)CCC=C(C)C","1"
"17347","Testosterone","HMDB0000234","6013","17347","C00535","390","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"167846","NA","NA","NA","NA","NA","NA","NA","0"
"17026","Progesterone","HMDB0001830","5994","17026","C00410","402","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"95108","NA","NA","NA","NA","NA","NA","NA","0"
"17252","17-Hydroxyprogesterone","HMDB0000374","6238","17252","C01176","5363","[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"167847","NA","NA","NA","NA","NA","NA","NA","0"
"28821","Piperine","HMDB0029377","638024","28821","C03882",NA,"O=C(\C=C\C=C\C1=CC2=C(OCO2)C=C1)N1CCCCC1","1"
"10138","NA","NA","NA","NA","NA","NA","NA","0"
"3088","Bialaphos","HMDB0249177","8690","3088","C06457",NA,"CC(NC(=O)C(C)NC(=O)C(N)CCP(C)(O)=O)C(O)=O","1"
"46372","Ubiquinone-2","HMDB0006709","5280346","46372","C00399",NA,"COC1=C(OC)C(=O)C(C\C=C(/C)CCC=C(C)C)=C(C)C1=O","1"
"73054","O-dodecanoylcarnitine",NA,"10427569","73054",NA,NA,"CCCCCCCCCCCC(=O)OC(CC(=O))C(C)(C)C","1"
"66913","Ingenol mebutate","HMDB0253485","73234850","66913",NA,NA,"CC=C(C)C(=O)OC1C(C)=CC23C(C)CC4C(C(C=C(CO)C(O)C12O)C3=O)C4(C)C","1"
"16827","Corticosterone","HMDB0001547","5753","16827","C02140","6314","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]12C)C(=O)CO","1"
"8614","Psilocybine","HMDB0256899",NA,"8614","C07576",NA,"CN(C)CCC1=CNC2=CC=CC(OP(O)(O)=O)=C12","1"
"18292","Jasmonic acid","HMDB0032797","5281166","18292","C08491",NA,"CC\C=C/C[C@@H]1[C@@H](CC(O)=O)CCC1=O","1"
"167848","NA","NA","NA","NA","NA","NA","NA","0"
"28671","Cuminaldehyde","HMDB0002214","326","28671","C06577",NA,"[H]C(=O)C1=CC=C(C=C1)C(C)C","1"
"3086","Betulin","HMDB0036838","72326","3086","C08618",NA,"[H][C@]12[C@@H](CC[C@]1(CO)CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(C)=C","1"
"30853","Glycyrrhetinic acid","HMDB0011628","18526330","30853","C02283",NA,"CC1(C)[C@@H](O)CC[C@@]2(C)C1CC[C@]1(C)C2C(=O)C=C2C3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C(O)=O","1"
"16450","Deoxyuridine","HMDB0000012","13712","16450","C00526","5086","OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O","1"
"17687","Glycocholic acid","HMDB0000138","10140","17687","C01921","5169","C[C@H](CCC(O)=NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","1"
"16581","Pregnenolone","HMDB0000253","8955","16581","C01953","5257","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"29060","Alpha-Pinene-oxide","HMDB0003667","91508","29060","C02759","6974","CC12OC1CC1CC2C1(C)C","1"
"167849","NA","NA","NA","NA","NA","NA","NA","0"
"28865","Taurocholic acid","HMDB0000036","6675","28865","C05122","5104","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O","1"
"167850","NA","NA","NA","NA","NA","NA","NA","0"
"167851","NA","NA","NA","NA","NA","NA","NA","0"
"167852","NA","NA","NA","NA","NA","NA","NA","0"
"135849","NA","NA","NA","NA","NA","NA","NA","0"
"16393","Sphingosine","HMDB0000252","5280335","16393","C00319","392","CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)CO","1"
"36274","Chenodeoxycholic acid glycine conjugate","HMDB0000637","12544","36274","C05466","5610","[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O","1"
"16359","Cholic acid","HMDB0000619","221493","16359","C00695","206","C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C","1"
"42534","Epitestosterone","HMDB0000628","10204","42534","C00535","5601","[H][C@@]12CC[C@@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"31781","Lopinavir","HMDB0015539","92727","31781","C12871",NA,"CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1","1"
"77936","NA","NA","NA","NA","NA","NA","NA","0"
"27624","Prostaglandin B1","HMDB0002982","5280388","27624","C00959","408","CCCCC[C@H](O)\C=C\C1=C(CCCCCCC(O)=O)C(=O)CC1","1"
"4629","Diosgenin",NA,"99474","4629","C08898",NA,"C12(C34CC=C5C(O)CC5(C)4CC32C)O12CC(C)CO2","1"
"223316","Artemisin",NA,"68827","223316","C09538",NA,"C1CC2(C)C(=O)O3O4(C)CC132OO4","1"
"2295","NA","NA","NA","NA","NA","NA","NA","0"
"27510","Umbelliferone","HMDB0029865","5281426","27510","C09315",NA,"OC1=CC2=C(C=C1)C=CC(=O)O2","1"
"36281","NA","NA","NA","NA","NA","NA","NA","0"
"88522","NA","NA","NA","NA","NA","NA","NA","0"
"28661","gamma-Linolenic acid","HMDB0003073","5280933","28661","C06426","386","CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O","1"
"138308","NA","NA","NA","NA","NA","NA","NA","0"
"73067","O-Palmitoylcarnitine","HMDB0240783","461","73067",NA,NA,"CCCCCCCCCCCCCCCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"167853","NA","NA","NA","NA","NA","NA","NA","0"
"167854","NA","NA","NA","NA","NA","NA","NA","0"
"3291","NA","NA","NA","NA","NA","NA","NA","0"
"7466","Nandrolone","HMDB0002725","9904","7466","C07254","1434","[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]","1"
"35038","Tris(2-butoxyethyl) phosphate","HMDB0259275",NA,"35038","C14446",NA,"CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC","1"
"32806","trans-Aconitic acid","HMDB0000958","444212","32806","C02341",NA,"OC(=O)C\C(=C/C(O)=O)C(O)=O","1"
"28834","Deoxycholic acid","HMDB0000626","222528","28834","C04483","265","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(O)=O","1"
"167855","NA","NA","NA","NA","NA","NA","NA","0"
"26536","3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid","HMDB0244343","5538","26536",NA,NA,"CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O","1"
"27432","alpha-Linolenic acid","HMDB0001388","5280934","27432","C06427","6208","CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O","1"
"34671","NA","NA","NA","NA","NA","NA","NA","0"
"78273","9-cis-Retinal","HMDB0006218","6436082","78273","C16681",NA,"C/C(/C=C/C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C\C=O","1"
"36006","NA","NA","NA","NA","NA","NA","NA","0"
"167856","NA","NA","NA","NA","NA","NA","NA","0"
"75342","NA","NA","NA","NA","NA","NA","NA","0"
"63892","NA","NA","NA","NA","NA","NA","NA","0"
"167825","NA","NA","NA","NA","NA","NA","NA","0"
"37550","Sphingosine 1-phosphate","HMDB0000277","5283560","37550","C06124","5272","CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)COP(O)(O)=O","1"
"167857","NA","NA","NA","NA","NA","NA","NA","0"
"84934","ethyl 9Z-hexadecenoate",NA,"6436624","84934",NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)OCC","1"
"78033","Methyl Arachidonate","HMDB0062594","6421258","78033",NA,NA,"[H]C(CCCCC)=C([H])CC([H])=C([H])CC([H])=C([H])C\C([H])=C(\[H])CCCC(=O)OC","1"
"167858","NA","NA","NA","NA","NA","NA","NA","0"
"28837","Caprylic acid","HMDB0000482","379","28837","C06423","5469","CCCCCCCC(O)=O","1"
"167859","NA","NA","NA","NA","NA","NA","NA","0"
"2696","2-Hydroxy-6-pentadecylbenzoic acid","HMDB0029683","167551","2696","C10759",NA,"CCCCCCCCCCCCCCCC1=CC=CC(O)=C1C(O)=O","1"
"75562","Glycerol 1-myristate","HMDB0304951","79050","75562",NA,NA,"CCCCCCCCCCCCCC(=O)OCC(O)CO","1"
"6067","13-cis-Retinoic acid","HMDB0006219","5282379","6067","C07058",NA,"C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O","1"
