pathway	overlap_size	pathway_size	p-value	overlap_EmpiricalCompounds (id)	overlap_features (id)	overlap_features (name)
Lysine metabolism	5	24	0.23720695739853795	E1081,E528,E459,E940,E495	,C00449,,,C00217/C00025/C05938	$N6-(L-1,3-Dicarboxypropyl)-L-lysine; Saccharopine; L-Saccharopine; N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid$$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde
Galactose metabolism	2	8	0.23787916981766238	E1175,E1174	C01074/C00645/C00140,C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Alkaloid biosynthesis II	1	3	0.24905470128560625	E269		
Polyunsaturated fatty acid biosynthesis	1	3	0.24905470128560625	E1473	C01530	octadecanoate (n-C18:0)
Histidine metabolism	4	19	0.2506512057810268	E601,E600,E495,E74	,,C00217/C00025/C05938,C00439	$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$N-Formimidoyl-L-glutamate
Squalene and cholesterol biosynthesis	3	14	0.26602806486849845	E1333,E1010,E275	,C01802/C00599/C05437/C05439/C01164/C05443,C00232/C06002/C00349/C00109	$Desmosterol; 24-Dehydrocholesterol; Cholesta-5,24-dien-3beta-ol/Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one/Zymosterol; delta8,24-Cholestadien-3beta-ol; 5alpha-Cholesta-8,24-dien-3beta-ol/5alpha-Cholesta-7,24-dien-3beta-ol/Cholesta-5,7-dien-3beta-ol; 7-Dehydrocholesterol; Provitamin D3/Vitamin D3; Cholecalciferol$Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate/(S)-Methylmalonate semialdehyde/2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde/2-Oxobutanoate
Prostaglandin formation from arachidonate	6	31	0.2777917822031762	E765,E1687,E1894,E804,E840,E573	C05356/C05966/C05965/C14813/C04849/C14781,CE2567,,,CE5928/CE5925/CE5535/CE5537,C00219	5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate/15(S)-HPETE; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid; 15-Hydroperoxyeicosatetraenoate; 15-Hydroperoxyicosatetraenoate; 15-Hydroperoxyeicosatetraenoic acid; 15-Hydroperoxyicosatetraenoic acid; (5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoate/12(S)-HPETE; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid; (5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoate; 12-Hydroperoxyeicosatetraenoate; 12-Hydroperoxyicosatetraenoate; 12-Hydroperoxyeicosatetraenoic acid; 12-Hydroperoxyicosatetraenoic acid/11H-14,15-EETA; 11-Hydroxy-14,15-EETA; 11-Hydroxy-14,15-epoxyeicosatrienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyicosa-5,8,12-trienoic acid/(5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoic acid; (5Z,9E,14Z)-(8xi,11R,12S)-11,12-Epoxy-8-hydroxyicosa-5,9,14-trienoate; Hepoxilin A3/15H-11,12-EETA; 15-Hydroxy-11,12-epoxyeicosatrienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyeicosa-5,8,13-trienoic acid; (5Z,8Z,13E)-(15S)-11,12-Epoxy-15-hydroxyicosa-5,8,13-trienoic acid$5(S),6(S)-epoxy-15(S)-hydroxy-7E,9E,11Z,13E-eicosatetraenoic acid anion$$$///$arachidonic acid
N-Glycan Degradation	2	9	0.2845979329468112	E1175,E1174	C01074/C00645/C00140,C01074/C00645/C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine$N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc/N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose/N-Acetyl-D-glucosamine
Tyrosine metabolism	14	77	0.2982942609864717	E143,E1636,E732,E679,E506,E834,E71,E991,E275,E856,E876,E375,E387,E495	,,,C02763/C00166,,CE1918/CE5629,C02218,,C00232/C06002/C00349/C00109,C05350/C01179,,,,C00217/C00025/C05938	$$$enol-Phenylpyruvate/Phenylpyruvate$$5-hydroxytryptophol/1,2-dehydrosalsolinol$2-Aminoacrylate; Dehydroalanine$$Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate/(S)-Methylmalonate semialdehyde/2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde/2-Oxobutanoate$2-Hydroxy-3-(4-hydroxyphenyl)propenoate; 4-Hydroxy-enol-phenylpyruvate/3-(4-Hydroxyphenyl)pyruvate$$$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde
Fructose and mannose metabolism	3	15	0.2998067389295017	E1015,E721,E725	,,	$$
Parathio degradation	1	4	0.3242584656751534	E467		
Electron transport chain	1	4	0.3242584656751534	E1626		
Lipoate metabolism	1	4	0.3242584656751534	E748		
Fatty acid oxidation	1	4	0.3242584656751534	E1626		
Purine metabolism	6	33	0.3309805898663978	E57,E374,E613,E750,E495,E780	C00086,C00147,C00049/C00402,,C00217/C00025/C05938,C04751	Urea$Adenine$L-Aspartate/D-Aspartate$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate
Vitamin B9 (folate) metabolism	2	10	0.3355180236954878	E495,E168	C00217/C00025/C05938,C00065/C00740	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$L-Serine/D-Serine
Limonene and pinene degradation	2	10	0.3355180236954878	E379,E377	,	$
Putative anti-Inflammatory metabolites formation from EPA	3	16	0.342660280648685	E1749,E495,E1687	,C00217/C00025/C05938,CE2567	$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$5(S),6(S)-epoxy-15(S)-hydroxy-7E,9E,11Z,13E-eicosatetraenoic acid anion
Beta-Alanine metabolism	4	23	0.3751785564238299	E601,E600,E495,E613	,,C00217/C00025/C05938,C00049/C00402	$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$L-Aspartate/D-Aspartate
Phytanic acid peroxisomal oxidation	1	5	0.38509368960591545	E1693		
Glutamate metabolism	2	12	0.4039156373413999	E495,E275	C00217/C00025/C05938,C00232/C06002/C00349/C00109	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate/(S)-Methylmalonate semialdehyde/2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde/2-Oxobutanoate
Glutathione Metabolism	2	13	0.4344172758591715	E495,E318	C00217/C00025/C05938,C01879/C04281/C04282	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$5-Oxoproline/L-1-Pyrroline-3-hydroxy-5-carboxylate/1-Pyrroline-4-hydroxy-2-carboxylate
Porphyrin metabolism	2	14	0.4630703302243509	E595,E1505	C01165/C01157/C00430/C03440/C01110,	L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$
N-Glycan biosynthesis	1	9	0.5198722796403663	E1333		
Saturated fatty acids beta-oxidation	1	9	0.5198722796403663	E1367	C00249	Hexadecanoate (n-C16:0)
Vitamin A (retinol) metabolism	3	24	0.5202083858499286	E1644,E541,E1550	C04805/C04742/C14749/C14748/C14778/C14770/C14771/C14769/C14768,,CE5932/C02075/C06428/CE5013	5-Hydroxyeicosatetraenoate/(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate; (15S)-15-Hydroxy-5,8,11-cis-13-trans-icosatetraenoate; (5Z,8Z,11Z,13E)-(15S)-15-Hydroxyicosa-5,8,11,13-tetraenoic acid; 15(S)-HETE/19(S)-HETE; (19S)-Hydroxyeicosatetraenoic acid; (19S)-Hydroxyicosatetraenoic acid; (19S)-Hydroxy arachidonic acid/20-Hydroxyeicosatetraenoic acid/16(R)-HETE; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyeicosa-5,8,11,14-tetraenoic acid; (5Z,8Z,11Z,14Z)-(16R)-16-Hydroxyicosa-5,8,11,14-tetraenoic acid/11,12-EET/14,15-EET; (5Z,8Z,11Z)-14,15-Epoxyeicosa-5.8.11-trienoic acid; (5Z,8Z,11Z)-14,15-Epoxyicosa-5.8.11-trienoic acid/8,9-EET; (5Z,11Z,14Z)-8,9-Epoxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Epoxyicosa-5,11,14-trienoic acid/5,6-EET; (8Z,11Z,14Z)-5,6-Epoxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Epoxyicosa-8,11,14-trienoic acid$$13,14-epoxy-retinol/Retinyl ester; all-trans-Retinyl ester/(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; Eicosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate/
Bile acid biosynthesis	6	46	0.5388622804806319	E1032,E1142,E288,E1874,E1124,E1222	,CE2206/CE2203/C17337,,C05457/C01673/CE2201/C17336/C17331/C17333/C17332,C05455/C01561,CE2202/C17335	$24-oxo-1alpha,25-dihydroxyvitamin D3/25-hydroxyvitamin D3-26,23-lactol/7alpha-Hydroxy-3-oxo-4-cholestenoate$$7alpha,12alpha-Dihydroxycholest-4-en-3-one/Calcitriol/23S,25-dihydroxyvitamin D3/7alpha,26-Dihydroxy-4-cholesten-3-one///7alpha,25-Dihydroxy-4-cholesten-3-one$7alpha-Hydroxycholest-4-en-3-one/Calcidiol; 25-Hydroxyvitamin D3; Calcifediol; Calcifediol anhydrous$23S,25,26-trihydroxyvitamin D3/
Hexose phosphorylation	1	10	0.5404587849760525	E679	C02763/C00166	enol-Phenylpyruvate/Phenylpyruvate
Xenobiotics metabolism	3	27	0.5595328123687086	E477,E1367,E1233	,C00249,C06424	$Hexadecanoate (n-C16:0)$tetradecanoate (n-C14:0)
Butanoate metabolism	4	35	0.567179228636249	E928,E129,E495,E275	C02727,,C00217/C00025/C05938,C00232/C06002/C00349/C00109	N6-Acetyl-L-lysine$$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate/(S)-Methylmalonate semialdehyde/2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde/2-Oxobutanoate
Phosphatidylinositol phosphate metabolism	1	12	0.5722208217796824	E1367	C00249	Hexadecanoate (n-C16:0)
Androgen and estrogen biosynthesis and metabolism	4	38	0.5887740526006218	E395,E1256,E392,E487	,,,	$$$
C21-steroid hormone biosynthesis and metabolism	9	73	0.5887740526006218	E395,E487,E1256,E1505,E796,E392,E1679,E1639,E817	,,,,,,,,	$$$$$$$$
TCA cycle	1	15	0.6008738761448618	E1626		
Vitamin E metabolism	2	32	0.618603478699269	E1926,E1424	,	$
Valine, leucine and isoleucine degradation	3	42	0.6195277707755651	E495,E429,E275	C00217/C00025/C05938,,C00232/C06002/C00349/C00109	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$$Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate/(S)-Methylmalonate semialdehyde/2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde/2-Oxobutanoate
Propanoate metabolism	1	26	0.6228048063187968	E275	C00232/C06002/C00349/C00109	Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate/(S)-Methylmalonate semialdehyde/2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde/2-Oxobutanoate
Glycine, serine, alanine and threonine metabolism	5	64	0.6228048063187968	E168,E275,E595,E495,E71	C00065/C00740,C00232/C06002/C00349/C00109,C01165/C01157/C00430/C03440/C01110,C00217/C00025/C05938,C02218	L-Serine/D-Serine$Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate/(S)-Methylmalonate semialdehyde/2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde/2-Oxobutanoate$L-Glutamate 5-semialdehyde; L-Glutamate gamma-semialdehyde/trans-4-Hydroxy-L-proline/5-Aminolevulinate; 5-Amino-4-oxopentanoate; 5-Amino-4-oxovaleric acid/cis-4-Hydroxy-D-proline/5-Amino-2-oxopentanoic acid; 5-Amino-2-oxopentanoate; 2-Oxo-5-amino-pentanoate; 2-Oxo-5-aminopentanoate; alpha-Keto-delta-aminopentanoate; 2-Oxo-5-aminovalerate$D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid/L-Glutamate/L-4-Hydroxyglutamate semialdehyde$2-Aminoacrylate; Dehydroalanine
Carnitine shuttle	1	34	0.6248214435761701	E1298		
Glycolysis and Gluconeogenesis	0	19	0.6252415763381228			
Glycosphingolipid biosynthesis - ganglioseries	0	1	0.6252415763381228			
R Group Synthesis	0	0	0.6252415763381228			
C5-Branched dibasic acid metabolism	0	0	0.6252415763381228			
Pyruvate Metabolism	0	23	0.6252415763381228			
Chondroitin sulfate degradation	0	2	0.6252415763381228			
Vitamin B2 (riboflavin) metabolism	0	0	0.6252415763381228			
Glycerolipid metabolism	0	0	0.6252415763381228			
Vitamin B1 (thiamin) metabolism	0	3	0.6252415763381228			
Glycosphingolipid biosynthesis - globoseries	0	3	0.6252415763381228			
Vitamin B5 - CoA biosynthesis from pantothenate	0	7	0.6252415763381228			
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0	2	0.6252415763381228			
Glycosphingolipid biosynthesis - lactoseries	0	0	0.6252415763381228			
Blood Group Biosynthesis	0	0	0.6252415763381228			
Vitamin H (biotin) metabolism	0	4	0.6252415763381228			
Biopterin metabolism	0	5	0.6252415763381228			
Caffeine metabolism	0	4	0.6252415763381228			
Heparan sulfate biosynthesis	0	0	0.6252415763381228			
Glyoxylate and Dicarboxylate Metabolism	0	1	0.6252415763381228			
Glycosaminoglycan degradation	0	0	0.6252415763381228			
ROS Detoxification	0	0	0.6252415763381228			
CoA Catabolism	0	7	0.6252415763381228			
Mono-unsaturated fatty acid beta-oxidation	0	0	0.6252415763381228			
Glycosphingolipid biosynthesis - neolactoseries	0	0	0.6252415763381228			
Ascorbate (Vitamin C) and Aldarate Metabolism	0	22	0.6252415763381228			
Geraniol degradation	0	0	0.6252415763381228			
D4&E4-neuroprostanes formation	0	5	0.6252415763381228			
Dynorphin metabolism	0	0	0.6252415763381228			
Fatty acid oxidation, peroxisome	0	4	0.6252415763381228			
Keratan sulfate biosynthesis	0	0	0.6252415763381228			
3-Chloroacrylic acid degradation	0	0	0.6252415763381228			
Sphingolipid metabolism	0	2	0.6252415763381228			
O-Glycan biosynthesis	0	0	0.6252415763381228			
Proteoglycan biosynthesis	0	0	0.6252415763381228			
Vitamin K metabolism	0	0	0.6252415763381228			
Benzoate degradation via CoA ligation	0	0	0.6252415763381228			
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	0	0	0.6252415763381228			
Vitamin B6 (pyridoxine) metabolism	0	6	0.6252415763381228			
Atrazine degradation	0	0	0.6252415763381228			
Vitamin B12 (cyanocobalamin) metabolism	0	0	0.6252415763381228			
Nucleotide Sugar Metabolism	0	0	0.6252415763381228			
1- and 2-Methylnaphthalene degradation	0	0	0.6252415763381228			
Drug metabolism - other enzymes	0	10	0.6252415763381228			
Prostaglandin formation from dihomo gama-linoleic acid	0	6	0.6252415763381228			
Starch and Sucrose Metabolism	0	4	0.6252415763381228			
Trihydroxycoprostanoyl-CoA beta-oxidation	0	0	0.6252415763381228			
Pentose phosphate pathway	0	6	0.6252415763381228			
